Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,M,5,Lentiform Loewenfeld,3.3.8,m,671.693699999887,29,word
1,1,M,3,Lentiform Loewenfeld,3.3.8,m,763.5474999999569,29,word
2,1,C,2,Lentiform Loewenfeld,3.3.8,c,1339.0458999999971,29,nonword
3,1,C,4,Lentiform Loewenfeld,3.3.8,c,829.1818000000203,29,nonword
4,0,M,4,Lentiform Loewenfeld,3.3.8,c,1488.8373000000138,29,word
5,1,M,2,Lentiform Loewenfeld,3.3.8,m,763.0772999999754,29,word
6,1,M,3,Lentiform Loewenfeld,3.3.8,m,796.4283999999752,29,word
7,1,C,6,Lentiform Loewenfeld,3.3.8,c,749.0141000000876,29,nonword
8,1,C,4,Lentiform Loewenfeld,3.3.8,c,622.4525000000431,29,nonword
9,1,M,5,Lentiform Loewenfeld,3.3.8,m,593.520300000062,29,word
10,1,M,3,Lentiform Loewenfeld,3.3.8,m,628.7324000000372,29,word
11,1,M,7,Lentiform Loewenfeld,3.3.8,m,591.4534999999742,29,word
12,1,M,3,Lentiform Loewenfeld,3.3.8,m,742.6782000000239,29,word
13,1,C,4,Lentiform Loewenfeld,3.3.8,c,700.3605999999854,29,nonword
14,1,M,6,Lentiform Loewenfeld,3.3.8,m,531.8527999999351,29,word
15,1,C,1,Lentiform Loewenfeld,3.3.8,c,865.5677000000724,29,nonword
16,1,C,7,Lentiform Loewenfeld,3.3.8,c,705.2186999999685,29,nonword
17,1,C,4,Lentiform Loewenfeld,3.3.8,c,1090.5825000000186,29,nonword
18,1,C,1,Lentiform Loewenfeld,3.3.8,c,680.1950000000361,29,nonword
19,1,M,6,Lentiform Loewenfeld,3.3.8,m,619.0437000000384,29,word
20,1,M,7,Lentiform Loewenfeld,3.3.8,m,742.0598999999929,29,word
21,1,M,7,Lentiform Loewenfeld,3.3.8,m,566.2028999999166,29,word
22,1,M,4,Lentiform Loewenfeld,3.3.8,m,478.9293999999936,29,word
23,1,C,6,Lentiform Loewenfeld,3.3.8,c,634.3160999999964,29,nonword
24,1,C,4,Lentiform Loewenfeld,3.3.8,c,707.0550999999687,29,nonword
25,1,C,3,Lentiform Loewenfeld,3.3.8,c,674.2209000000439,29,nonword
26,1,M,2,Lentiform Loewenfeld,3.3.8,m,719.1670999999624,29,word
27,1,M,4,Lentiform Loewenfeld,3.3.8,m,1018.8103999999003,29,word
