Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,M,2,Lentiform Loewenfeld,3.3.8,m,398.97059999997145,22,word
1,1,M,1,Lentiform Loewenfeld,3.3.8,m,607.5646000000124,22,word
2,1,C,5,Lentiform Loewenfeld,3.3.8,c,638.1637000000046,22,nonword
3,1,C,6,Lentiform Loewenfeld,3.3.8,c,640.9196000000229,22,nonword
4,1,C,3,Lentiform Loewenfeld,3.3.8,c,587.1298999999999,22,nonword
5,1,M,7,Lentiform Loewenfeld,3.3.8,m,530.7418999999936,22,word
6,1,M,3,Lentiform Loewenfeld,3.3.8,m,516.380599999975,22,word
7,1,M,7,Lentiform Loewenfeld,3.3.8,m,543.1469000000216,22,word
8,1,M,4,Lentiform Loewenfeld,3.3.8,m,469.6223999999929,22,word
9,1,C,5,Lentiform Loewenfeld,3.3.8,c,565.2336999999825,22,nonword
10,1,M,2,Lentiform Loewenfeld,3.3.8,m,388.05179999998654,22,word
11,1,C,2,Lentiform Loewenfeld,3.3.8,c,477.29569999995874,22,nonword
12,1,C,7,Lentiform Loewenfeld,3.3.8,c,526.08679999999,22,nonword
13,1,M,4,Lentiform Loewenfeld,3.3.8,m,455.5198999999848,22,word
14,1,M,7,Lentiform Loewenfeld,3.3.8,m,590.1612999999779,22,word
15,1,C,5,Lentiform Loewenfeld,3.3.8,c,557.7838999999803,22,nonword
16,0,C,6,Lentiform Loewenfeld,3.3.8,m,537.5298999999941,22,nonword
17,1,M,3,Lentiform Loewenfeld,3.3.8,m,512.1076000000176,22,word
18,1,M,6,Lentiform Loewenfeld,3.3.8,m,632.0809000000008,22,word
19,1,M,3,Lentiform Loewenfeld,3.3.8,m,474.02069999999367,22,word
20,1,C,1,Lentiform Loewenfeld,3.3.8,c,534.3393999999971,22,nonword
21,1,C,1,Lentiform Loewenfeld,3.3.8,c,574.0454000000318,22,nonword
22,1,M,5,Lentiform Loewenfeld,3.3.8,m,483.3521999999939,22,word
23,1,M,7,Lentiform Loewenfeld,3.3.8,m,504.61599999998,22,word
24,1,M,2,Lentiform Loewenfeld,3.3.8,m,527.0869999999995,22,word
25,1,M,1,Lentiform Loewenfeld,3.3.8,m,386.84599999999045,22,word
26,1,C,7,Lentiform Loewenfeld,3.3.8,c,470.4544999999925,22,nonword
27,1,M,7,Lentiform Loewenfeld,3.3.8,m,508.1310999999696,22,word
28,1,C,6,Lentiform Loewenfeld,3.3.8,c,568.2246999999916,22,nonword
29,1,M,4,Lentiform Loewenfeld,3.3.8,m,531.6467999999877,22,word
30,1,C,1,Lentiform Loewenfeld,3.3.8,c,523.7535000000207,22,nonword
31,1,C,7,Lentiform Loewenfeld,3.3.8,c,757.7467000000179,22,nonword
32,1,M,5,Lentiform Loewenfeld,3.3.8,m,492.6424999999581,22,word
33,1,C,5,Lentiform Loewenfeld,3.3.8,c,800.9996000000392,22,nonword
34,1,C,6,Lentiform Loewenfeld,3.3.8,c,602.1646999999939,22,nonword
35,1,M,6,Lentiform Loewenfeld,3.3.8,m,837.1094999999623,22,word
36,0,M,3,Lentiform Loewenfeld,3.3.8,c,565.5031000000308,22,word
37,1,M,5,Lentiform Loewenfeld,3.3.8,m,555.5891999999876,22,word
38,1,M,7,Lentiform Loewenfeld,3.3.8,m,478.9966999999888,22,word
39,1,C,1,Lentiform Loewenfeld,3.3.8,c,493.15220000001136,22,nonword
40,1,C,3,Lentiform Loewenfeld,3.3.8,c,545.0826000000234,22,nonword
41,1,M,7,Lentiform Loewenfeld,3.3.8,m,572.82779999997,22,word
42,1,C,2,Lentiform Loewenfeld,3.3.8,c,481.29690000004484,22,nonword
43,1,M,5,Lentiform Loewenfeld,3.3.8,m,489.7434999999823,22,word
44,1,M,4,Lentiform Loewenfeld,3.3.8,m,418.1928000000189,22,word
45,1,M,4,Lentiform Loewenfeld,3.3.8,m,547.9754999999714,22,word
46,0,M,3,Lentiform Loewenfeld,3.3.8,c,329.2502000000095,22,word
47,1,C,5,Lentiform Loewenfeld,3.3.8,c,594.215600000025,22,nonword
48,1,M,2,Lentiform Loewenfeld,3.3.8,m,424.97689999995055,22,word
49,1,M,6,Lentiform Loewenfeld,3.3.8,m,576.2616000000562,22,word
50,1,C,2,Lentiform Loewenfeld,3.3.8,c,442.6865000000107,22,nonword
51,1,C,6,Lentiform Loewenfeld,3.3.8,c,523.7565999999642,22,nonword
52,1,M,2,Lentiform Loewenfeld,3.3.8,m,886.720799999981,22,word
53,1,M,7,Lentiform Loewenfeld,3.3.8,m,464.0093000000052,22,word
54,1,C,2,Lentiform Loewenfeld,3.3.8,c,579.5751000000164,22,nonword
55,1,M,5,Lentiform Loewenfeld,3.3.8,m,478.40929999997024,22,word
56,1,M,7,Lentiform Loewenfeld,3.3.8,m,496.65640000003623,22,word
57,1,C,4,Lentiform Loewenfeld,3.3.8,c,525.5800999999628,22,nonword
58,1,M,3,Lentiform Loewenfeld,3.3.8,m,458.35580000001937,22,word
59,1,M,7,Lentiform Loewenfeld,3.3.8,m,695.0043000000296,22,word
60,1,M,5,Lentiform Loewenfeld,3.3.8,m,464.5673999999708,22,word
61,1,M,4,Lentiform Loewenfeld,3.3.8,m,564.9067000000214,22,word
62,1,C,5,Lentiform Loewenfeld,3.3.8,c,519.9892999999865,22,nonword
63,1,M,7,Lentiform Loewenfeld,3.3.8,m,457.89140000002226,22,word
64,1,C,6,Lentiform Loewenfeld,3.3.8,c,497.70779999997467,22,nonword
65,1,M,3,Lentiform Loewenfeld,3.3.8,m,436.01479999997537,22,word
66,1,C,4,Lentiform Loewenfeld,3.3.8,c,594.0446999999403,22,nonword
67,0,M,2,Lentiform Loewenfeld,3.3.8,c,525.8674000000756,22,word
68,1,M,6,Lentiform Loewenfeld,3.3.8,m,447.47710000007646,22,word
69,1,M,4,Lentiform Loewenfeld,3.3.8,m,396.1557999999495,22,word
70,1,M,4,Lentiform Loewenfeld,3.3.8,m,427.05099999986123,22,word
71,0,C,5,Lentiform Loewenfeld,3.3.8,m,360.4891000000061,22,nonword
72,1,C,2,Lentiform Loewenfeld,3.3.8,c,548.6055000000633,22,nonword
73,1,M,5,Lentiform Loewenfeld,3.3.8,m,500.21140000002924,22,word
74,1,M,6,Lentiform Loewenfeld,3.3.8,m,469.9936999999336,22,word
75,1,M,2,Lentiform Loewenfeld,3.3.8,m,516.8146999999299,22,word
76,1,M,3,Lentiform Loewenfeld,3.3.8,m,547.5770000000484,22,word
77,1,C,2,Lentiform Loewenfeld,3.3.8,c,609.8529999999446,22,nonword
78,1,M,7,Lentiform Loewenfeld,3.3.8,m,465.6563999999198,22,word
79,0,C,1,Lentiform Loewenfeld,3.3.8,m,533.2679000000353,22,nonword
80,1,M,2,Lentiform Loewenfeld,3.3.8,m,490.6746000000858,22,word
81,1,M,2,Lentiform Loewenfeld,3.3.8,m,453.9556999999332,22,word
82,1,C,6,Lentiform Loewenfeld,3.3.8,c,618.2550000000047,22,nonword
83,1,C,3,Lentiform Loewenfeld,3.3.8,c,623.1629000000539,22,nonword
84,1,C,7,Lentiform Loewenfeld,3.3.8,c,430.74579999997513,22,nonword
85,1,M,1,Lentiform Loewenfeld,3.3.8,m,346.54999999998836,22,word
86,0,C,5,Lentiform Loewenfeld,3.3.8,m,475.9582000000519,22,nonword
87,1,C,3,Lentiform Loewenfeld,3.3.8,c,504.9823000000906,22,nonword
88,1,C,5,Lentiform Loewenfeld,3.3.8,c,505.93679999996675,22,nonword
89,1,C,5,Lentiform Loewenfeld,3.3.8,c,525.6829000000143,22,nonword
90,1,M,1,Lentiform Loewenfeld,3.3.8,m,554.1316000000224,22,word
91,1,M,7,Lentiform Loewenfeld,3.3.8,m,692.8949000001303,22,word
92,1,M,2,Lentiform Loewenfeld,3.3.8,m,548.1760000000359,22,word
93,1,C,4,Lentiform Loewenfeld,3.3.8,c,507.6092999998946,22,nonword
94,1,C,7,Lentiform Loewenfeld,3.3.8,c,517.0244999999413,22,nonword
95,1,C,7,Lentiform Loewenfeld,3.3.8,c,532.5737000000663,22,nonword
96,1,C,2,Lentiform Loewenfeld,3.3.8,c,500.2427000000025,22,nonword
97,0,M,2,Lentiform Loewenfeld,3.3.8,c,577.1717000000644,22,word
98,1,C,1,Lentiform Loewenfeld,3.3.8,c,526.2755999999936,22,nonword
99,0,M,5,Lentiform Loewenfeld,3.3.8,c,544.5811999999569,22,word
100,1,M,4,Lentiform Loewenfeld,3.3.8,m,550.3781999999774,22,word
101,0,C,5,Lentiform Loewenfeld,3.3.8,m,563.4548999998951,22,nonword
102,1,M,5,Lentiform Loewenfeld,3.3.8,m,726.0241000000387,22,word
103,1,M,1,Lentiform Loewenfeld,3.3.8,m,547.9113999999827,22,word
104,1,C,1,Lentiform Loewenfeld,3.3.8,c,837.0513999999384,22,nonword
105,1,C,6,Lentiform Loewenfeld,3.3.8,c,749.8342999999877,22,nonword
106,1,C,3,Lentiform Loewenfeld,3.3.8,c,539.8794000000344,22,nonword
107,1,M,1,Lentiform Loewenfeld,3.3.8,m,577.1371000001091,22,word
108,1,C,5,Lentiform Loewenfeld,3.3.8,c,854.2662999999593,22,nonword
109,1,C,7,Lentiform Loewenfeld,3.3.8,c,499.6576999999816,22,nonword
110,1,C,2,Lentiform Loewenfeld,3.3.8,c,568.7854999999981,22,nonword
111,1,M,6,Lentiform Loewenfeld,3.3.8,m,568.7025999999605,22,word
112,1,C,4,Lentiform Loewenfeld,3.3.8,c,501.80020000005607,22,nonword
113,1,M,1,Lentiform Loewenfeld,3.3.8,m,496.73500000004424,22,word
114,1,C,2,Lentiform Loewenfeld,3.3.8,c,581.8448999999673,22,nonword
115,1,C,3,Lentiform Loewenfeld,3.3.8,c,575.126900000032,22,nonword
116,1,M,1,Lentiform Loewenfeld,3.3.8,m,492.74540000001434,22,word
117,1,M,2,Lentiform Loewenfeld,3.3.8,m,438.89529999991646,22,word
118,1,M,3,Lentiform Loewenfeld,3.3.8,m,537.1356999999261,22,word
119,1,C,3,Lentiform Loewenfeld,3.3.8,c,552.875,22,nonword
120,1,M,6,Lentiform Loewenfeld,3.3.8,m,519.2839999999851,22,word
121,1,M,4,Lentiform Loewenfeld,3.3.8,m,498.0791999999201,22,word
122,1,C,7,Lentiform Loewenfeld,3.3.8,c,527.3902000000235,22,nonword
123,1,C,5,Lentiform Loewenfeld,3.3.8,c,798.5314000000362,22,nonword
124,1,C,7,Lentiform Loewenfeld,3.3.8,c,801.5399000000907,22,nonword
125,1,C,7,Lentiform Loewenfeld,3.3.8,c,1138.3090000000666,22,nonword
126,1,M,3,Lentiform Loewenfeld,3.3.8,m,421.123900000006,22,word
127,1,M,1,Lentiform Loewenfeld,3.3.8,m,571.1344999999856,22,word
128,1,M,2,Lentiform Loewenfeld,3.3.8,m,472.1628999999957,22,word
129,1,M,2,Lentiform Loewenfeld,3.3.8,m,512.0031999999774,22,word
130,1,C,4,Lentiform Loewenfeld,3.3.8,c,1100.6133000000264,22,nonword
131,1,C,6,Lentiform Loewenfeld,3.3.8,c,564.6635000000824,22,nonword
132,0,M,7,Lentiform Loewenfeld,3.3.8,c,1834.05349999998,22,word
133,1,M,4,Lentiform Loewenfeld,3.3.8,m,961.5361999999732,22,word
134,1,C,6,Lentiform Loewenfeld,3.3.8,c,565.5993000000599,22,nonword
135,1,C,3,Lentiform Loewenfeld,3.3.8,c,687.6971000000485,22,nonword
