Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,M,4,Lentiform Loewenfeld,3.3.8,m,799.4758000001311,3,word
1,1,C,3,Lentiform Loewenfeld,3.3.8,c,498.7253999999084,3,nonword
2,1,C,4,Lentiform Loewenfeld,3.3.8,c,459.65790000004927,3,nonword
3,0,C,5,Lentiform Loewenfeld,3.3.8,m,678.0933999999834,3,nonword
4,1,M,7,Lentiform Loewenfeld,3.3.8,m,501.8424000001396,3,word
5,0,M,3,Lentiform Loewenfeld,3.3.8,c,507.30869999999413,3,word
6,1,M,6,Lentiform Loewenfeld,3.3.8,m,518.2294000000402,3,word
7,1,M,2,Lentiform Loewenfeld,3.3.8,m,469.99909999989904,3,word
8,1,C,2,Lentiform Loewenfeld,3.3.8,c,350.10150000007707,3,nonword
9,1,C,6,Lentiform Loewenfeld,3.3.8,c,633.8617000000377,3,nonword
10,1,C,3,Lentiform Loewenfeld,3.3.8,c,929.8418999998539,3,nonword
11,0,M,2,Lentiform Loewenfeld,3.3.8,c,617.928399999917,3,word
12,1,M,4,Lentiform Loewenfeld,3.3.8,m,601.1628000000201,3,word
13,1,C,6,Lentiform Loewenfeld,3.3.8,c,683.9301000001433,3,nonword
14,1,M,5,Lentiform Loewenfeld,3.3.8,m,601.2085999999545,3,word
15,1,M,4,Lentiform Loewenfeld,3.3.8,m,595.1484000000928,3,word
16,1,M,1,Lentiform Loewenfeld,3.3.8,m,733.2439000000886,3,word
17,1,C,6,Lentiform Loewenfeld,3.3.8,c,512.3291999999783,3,nonword
18,0,C,2,Lentiform Loewenfeld,3.3.8,m,499.94619999997667,3,nonword
19,1,C,4,Lentiform Loewenfeld,3.3.8,c,577.6832000000286,3,nonword
20,1,C,6,Lentiform Loewenfeld,3.3.8,c,518.6318999998621,3,nonword
21,1,M,5,Lentiform Loewenfeld,3.3.8,m,539.2802000000374,3,word
22,1,M,3,Lentiform Loewenfeld,3.3.8,m,542.7236999997986,3,word
23,1,C,2,Lentiform Loewenfeld,3.3.8,c,548.8077000001213,3,nonword
24,1,C,2,Lentiform Loewenfeld,3.3.8,c,603.7457999999751,3,nonword
25,1,C,2,Lentiform Loewenfeld,3.3.8,c,555.3384999999835,3,nonword
26,1,M,1,Lentiform Loewenfeld,3.3.8,m,604.2824999998556,3,word
27,1,M,6,Lentiform Loewenfeld,3.3.8,m,566.7311999999511,3,word
28,1,C,1,Lentiform Loewenfeld,3.3.8,c,528.6700000000419,3,nonword
29,1,M,4,Lentiform Loewenfeld,3.3.8,m,562.9392999998236,3,word
30,1,C,7,Lentiform Loewenfeld,3.3.8,c,496.4152999999933,3,nonword
31,1,M,7,Lentiform Loewenfeld,3.3.8,m,468.71830000000773,3,word
32,1,M,6,Lentiform Loewenfeld,3.3.8,m,634.6331999999529,3,word
33,1,C,7,Lentiform Loewenfeld,3.3.8,c,521.5669000000635,3,nonword
34,1,M,6,Lentiform Loewenfeld,3.3.8,m,469.0259000000369,3,word
35,1,C,1,Lentiform Loewenfeld,3.3.8,c,486.47360000011395,3,nonword
36,0,C,6,Lentiform Loewenfeld,3.3.8,m,671.0861999999033,3,nonword
37,1,C,5,Lentiform Loewenfeld,3.3.8,c,530.4702000000107,3,nonword
38,1,M,3,Lentiform Loewenfeld,3.3.8,m,552.929899999901,3,word
39,1,M,7,Lentiform Loewenfeld,3.3.8,m,608.032600000035,3,word
40,1,C,5,Lentiform Loewenfeld,3.3.8,c,598.989799999923,3,nonword
41,1,M,3,Lentiform Loewenfeld,3.3.8,m,554.9201999998768,3,word
42,1,C,4,Lentiform Loewenfeld,3.3.8,c,545.374399999826,3,nonword
43,1,M,7,Lentiform Loewenfeld,3.3.8,m,547.8018000000156,3,word
44,1,C,7,Lentiform Loewenfeld,3.3.8,c,525.4203999999445,3,nonword
45,1,M,3,Lentiform Loewenfeld,3.3.8,m,531.1806000001088,3,word
46,1,C,6,Lentiform Loewenfeld,3.3.8,c,540.1272000000463,3,nonword
