Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,C,4,Lentiform Loewenfeld,3.3.8,c,805.6190999999817,2,nonword
1,1,M,5,Lentiform Loewenfeld,3.3.8,m,669.1697000000277,2,word
2,1,M,1,Lentiform Loewenfeld,3.3.8,m,1109.587400000135,2,word
3,1,M,3,Lentiform Loewenfeld,3.3.8,m,704.804899999901,2,word
4,1,M,7,Lentiform Loewenfeld,3.3.8,m,929.5819000000192,2,word
5,0,C,1,Lentiform Loewenfeld,3.3.8,m,1230.9643000000217,2,nonword
6,1,C,1,Lentiform Loewenfeld,3.3.8,c,729.4510000000591,2,nonword
7,0,C,6,Lentiform Loewenfeld,3.3.8,m,480.9234999999171,2,nonword
8,1,C,6,Lentiform Loewenfeld,3.3.8,c,853.8964999999152,2,nonword
9,1,M,3,Lentiform Loewenfeld,3.3.8,m,1229.935900000011,2,word
10,1,M,3,Lentiform Loewenfeld,3.3.8,m,656.6620999998704,2,word
11,1,C,6,Lentiform Loewenfeld,3.3.8,c,929.0542000000132,2,nonword
12,1,C,5,Lentiform Loewenfeld,3.3.8,c,1215.7848000000813,2,nonword
13,1,M,1,Lentiform Loewenfeld,3.3.8,m,824.9612999999663,2,word
14,1,M,4,Lentiform Loewenfeld,3.3.8,m,715.062300000136,2,word
15,1,M,7,Lentiform Loewenfeld,3.3.8,m,670.3086999999941,2,word
16,0,C,2,Lentiform Loewenfeld,3.3.8,m,1256.7863999999245,2,nonword
17,1,C,7,Lentiform Loewenfeld,3.3.8,c,1026.8333000000566,2,nonword
18,1,M,7,Lentiform Loewenfeld,3.3.8,m,667.5464999999676,2,word
19,1,M,5,Lentiform Loewenfeld,3.3.8,m,1279.961600000126,2,word
20,0,M,4,Lentiform Loewenfeld,3.3.8,c,1113.9834999997984,2,word
21,0,C,5,Lentiform Loewenfeld,3.3.8,m,692.5249999998487,2,nonword
22,0,C,3,Lentiform Loewenfeld,3.3.8,m,1138.6048999999475,2,nonword
23,1,M,1,Lentiform Loewenfeld,3.3.8,m,715.4930999999051,2,word
24,1,C,7,Lentiform Loewenfeld,3.3.8,c,870.8766999999643,2,nonword
25,1,M,5,Lentiform Loewenfeld,3.3.8,m,480.79240000006394,2,word
26,1,M,3,Lentiform Loewenfeld,3.3.8,m,563.7853999998188,2,word
27,1,C,5,Lentiform Loewenfeld,3.3.8,c,631.2431000000215,2,nonword
28,1,M,3,Lentiform Loewenfeld,3.3.8,m,651.4995000001509,2,word
29,1,M,5,Lentiform Loewenfeld,3.3.8,m,973.4323999999906,2,word
30,1,C,3,Lentiform Loewenfeld,3.3.8,c,626.1814999999478,2,nonword
31,0,C,2,Lentiform Loewenfeld,3.3.8,m,809.7581999999529,2,nonword
32,1,M,1,Lentiform Loewenfeld,3.3.8,m,609.9834000000847,2,word
33,1,M,4,Lentiform Loewenfeld,3.3.8,m,766.904499999946,2,word
34,1,C,3,Lentiform Loewenfeld,3.3.8,c,1125.8355000001611,2,nonword
35,0,C,5,Lentiform Loewenfeld,3.3.8,m,648.3738999999478,2,nonword
36,1,M,6,Lentiform Loewenfeld,3.3.8,m,645.2897999999113,2,word
37,1,M,7,Lentiform Loewenfeld,3.3.8,m,1236.9339000000618,2,word
38,1,M,4,Lentiform Loewenfeld,3.3.8,m,870.974099999934,2,word
39,1,C,2,Lentiform Loewenfeld,3.3.8,c,728.0996999999043,2,nonword
40,1,M,2,Lentiform Loewenfeld,3.3.8,m,544.9167000000598,2,word
41,1,C,1,Lentiform Loewenfeld,3.3.8,c,649.6997000000556,2,nonword
42,1,C,2,Lentiform Loewenfeld,3.3.8,c,773.9336999999359,2,nonword
43,1,C,4,Lentiform Loewenfeld,3.3.8,c,653.5359000000753,2,nonword
44,1,C,1,Lentiform Loewenfeld,3.3.8,c,601.8063000000548,2,nonword
45,1,M,1,Lentiform Loewenfeld,3.3.8,m,871.4263999999384,2,word
46,1,M,6,Lentiform Loewenfeld,3.3.8,m,1005.304599999974,2,word
47,1,C,3,Lentiform Loewenfeld,3.3.8,c,785.312200000044,2,nonword
48,1,M,2,Lentiform Loewenfeld,3.3.8,m,648.2491000000737,2,word
49,1,M,6,Lentiform Loewenfeld,3.3.8,m,600.6392000000924,2,word
50,1,C,2,Lentiform Loewenfeld,3.3.8,c,843.7658000001684,2,nonword
51,1,C,5,Lentiform Loewenfeld,3.3.8,c,731.7826999998651,2,nonword
52,1,M,2,Lentiform Loewenfeld,3.3.8,m,649.9176999999909,2,word
53,1,M,2,Lentiform Loewenfeld,3.3.8,m,1059.31879999995,2,word
54,1,M,1,Lentiform Loewenfeld,3.3.8,m,561.5517000000109,2,word
55,1,M,1,Lentiform Loewenfeld,3.3.8,m,519.1495999999461,2,word
56,1,C,5,Lentiform Loewenfeld,3.3.8,c,642.2842999999411,2,nonword
57,1,C,7,Lentiform Loewenfeld,3.3.8,c,736.5341999999364,2,nonword
58,1,M,6,Lentiform Loewenfeld,3.3.8,m,661.778699999908,2,word
59,1,C,6,Lentiform Loewenfeld,3.3.8,c,774.5117000000901,2,nonword
60,1,C,2,Lentiform Loewenfeld,3.3.8,c,975.0895999999484,2,nonword
61,1,C,3,Lentiform Loewenfeld,3.3.8,c,612.1468999999342,2,nonword
62,1,M,3,Lentiform Loewenfeld,3.3.8,m,650.7680000001565,2,word
63,1,M,4,Lentiform Loewenfeld,3.3.8,m,1095.1706000000122,2,word
64,1,C,5,Lentiform Loewenfeld,3.3.8,c,574.5197000000626,2,nonword
65,1,C,3,Lentiform Loewenfeld,3.3.8,c,791.8154000000213,2,nonword
66,1,M,6,Lentiform Loewenfeld,3.3.8,m,1096.3815999999642,2,word
67,1,C,1,Lentiform Loewenfeld,3.3.8,c,721.1183999999193,2,nonword
68,0,C,4,Lentiform Loewenfeld,3.3.8,m,828.3893999997526,2,nonword
69,1,C,3,Lentiform Loewenfeld,3.3.8,c,707.9875999999349,2,nonword
70,1,C,5,Lentiform Loewenfeld,3.3.8,c,637.1992000000901,2,nonword
71,1,M,3,Lentiform Loewenfeld,3.3.8,m,533.3053999999538,2,word
72,0,M,7,Lentiform Loewenfeld,3.3.8,c,864.2776000000304,2,word
73,1,M,2,Lentiform Loewenfeld,3.3.8,m,665.1520000001765,2,word
74,1,C,6,Lentiform Loewenfeld,3.3.8,c,676.0907000001753,2,nonword
75,1,M,2,Lentiform Loewenfeld,3.3.8,m,948.8515000002226,2,word
76,1,C,5,Lentiform Loewenfeld,3.3.8,c,621.4492000000319,2,nonword
77,1,M,5,Lentiform Loewenfeld,3.3.8,m,796.0151999999653,2,word
78,1,M,5,Lentiform Loewenfeld,3.3.8,m,657.1089999998803,2,word
79,1,M,1,Lentiform Loewenfeld,3.3.8,m,876.5457999999053,2,word
80,1,M,6,Lentiform Loewenfeld,3.3.8,m,836.7675000000745,2,word
81,1,C,1,Lentiform Loewenfeld,3.3.8,c,703.4711000000243,2,nonword
82,1,C,3,Lentiform Loewenfeld,3.3.8,c,748.2661999998963,2,nonword
83,1,C,7,Lentiform Loewenfeld,3.3.8,c,973.5445000000182,2,nonword
84,0,M,4,Lentiform Loewenfeld,3.3.8,c,854.0629000000772,2,word
85,1,M,5,Lentiform Loewenfeld,3.3.8,m,1155.6142000001273,2,word
86,1,M,2,Lentiform Loewenfeld,3.3.8,m,1216.807899999956,2,word
87,1,M,4,Lentiform Loewenfeld,3.3.8,m,1020.5389999999898,2,word
88,1,C,1,Lentiform Loewenfeld,3.3.8,c,645.0667000000831,2,nonword
89,1,C,7,Lentiform Loewenfeld,3.3.8,c,1574.9879000001238,2,nonword
90,1,M,5,Lentiform Loewenfeld,3.3.8,m,755.3633999999729,2,word
91,1,C,3,Lentiform Loewenfeld,3.3.8,c,690.8881999999285,2,nonword
92,1,M,6,Lentiform Loewenfeld,3.3.8,m,802.6650000000955,2,word
93,1,C,4,Lentiform Loewenfeld,3.3.8,c,621.7893000001786,2,nonword
94,1,M,4,Lentiform Loewenfeld,3.3.8,m,753.8278999999748,2,word
95,1,M,3,Lentiform Loewenfeld,3.3.8,m,781.2526000001817,2,word
96,1,C,5,Lentiform Loewenfeld,3.3.8,c,755.8640000001178,2,nonword
97,1,M,4,Lentiform Loewenfeld,3.3.8,m,733.755999999994,2,word
98,1,M,4,Lentiform Loewenfeld,3.3.8,m,708.1723999998649,2,word
99,1,C,1,Lentiform Loewenfeld,3.3.8,c,680.1068000001251,2,nonword
100,1,C,7,Lentiform Loewenfeld,3.3.8,c,760.9996999998693,2,nonword
101,1,C,4,Lentiform Loewenfeld,3.3.8,c,909.1093000000692,2,nonword
102,1,M,2,Lentiform Loewenfeld,3.3.8,m,1015.1609000001336,2,word
103,0,C,2,Lentiform Loewenfeld,3.3.8,m,922.559399999911,2,nonword
104,1,M,3,Lentiform Loewenfeld,3.3.8,m,1049.2928000000538,2,word
105,1,M,4,Lentiform Loewenfeld,3.3.8,m,557.8762000001152,2,word
106,1,M,7,Lentiform Loewenfeld,3.3.8,m,622.2835000000196,2,word
107,1,C,5,Lentiform Loewenfeld,3.3.8,c,614.5567000000156,2,nonword
108,1,M,7,Lentiform Loewenfeld,3.3.8,m,1005.4698999999091,2,word
109,1,M,4,Lentiform Loewenfeld,3.3.8,m,1213.112999999954,2,word
110,1,C,4,Lentiform Loewenfeld,3.3.8,c,1500.37509999983,2,nonword
111,0,C,5,Lentiform Loewenfeld,3.3.8,m,1008.5723000001162,2,nonword
112,1,C,6,Lentiform Loewenfeld,3.3.8,c,1363.7179000001634,2,nonword
113,1,M,1,Lentiform Loewenfeld,3.3.8,m,758.1303000000771,2,word
114,1,C,4,Lentiform Loewenfeld,3.3.8,c,1069.3373000000138,2,nonword
115,0,C,2,Lentiform Loewenfeld,3.3.8,,2150.0212999998475,2,nonword
116,1,C,6,Lentiform Loewenfeld,3.3.8,c,986.3153000000748,2,nonword
117,1,C,2,Lentiform Loewenfeld,3.3.8,c,867.7256000000052,2,nonword
118,1,M,5,Lentiform Loewenfeld,3.3.8,m,752.2898999999743,2,word
119,1,C,2,Lentiform Loewenfeld,3.3.8,c,1181.8663999999408,2,nonword
120,1,C,1,Lentiform Loewenfeld,3.3.8,c,674.0628999999608,2,nonword
121,1,M,5,Lentiform Loewenfeld,3.3.8,m,631.3091999999597,2,word
122,1,C,1,Lentiform Loewenfeld,3.3.8,c,969.2405999998446,2,nonword
123,1,C,2,Lentiform Loewenfeld,3.3.8,c,988.9885999999824,2,nonword
124,1,C,3,Lentiform Loewenfeld,3.3.8,c,646.2021999999997,2,nonword
125,1,M,2,Lentiform Loewenfeld,3.3.8,m,851.1011000002036,2,word
126,1,M,7,Lentiform Loewenfeld,3.3.8,m,1187.5266000000993,2,word
127,1,C,6,Lentiform Loewenfeld,3.3.8,c,695.5489000001107,2,nonword
128,1,C,1,Lentiform Loewenfeld,3.3.8,c,1454.2734999998938,2,nonword
129,1,C,2,Lentiform Loewenfeld,3.3.8,c,1007.9770000001299,2,nonword
130,1,C,3,Lentiform Loewenfeld,3.3.8,c,642.8534999999101,2,nonword
131,1,M,6,Lentiform Loewenfeld,3.3.8,m,734.7834999999614,2,word
132,1,M,2,Lentiform Loewenfeld,3.3.8,m,1756.9040999998688,2,word
133,1,M,6,Lentiform Loewenfeld,3.3.8,m,852.487500000163,2,word
134,1,M,6,Lentiform Loewenfeld,3.3.8,m,717.7499999999418,2,word
135,1,C,7,Lentiform Loewenfeld,3.3.8,c,1863.3102999998373,2,nonword
136,1,C,5,Lentiform Loewenfeld,3.3.8,c,1514.4343999999692,2,nonword
137,1,M,7,Lentiform Loewenfeld,3.3.8,m,785.7791000000434,2,word
138,1,C,4,Lentiform Loewenfeld,3.3.8,c,928.7203999999329,2,nonword
139,1,M,6,Lentiform Loewenfeld,3.3.8,m,730.2434999998077,2,word
140,1,C,4,Lentiform Loewenfeld,3.3.8,c,852.0032999998657,2,nonword
141,1,M,7,Lentiform Loewenfeld,3.3.8,m,1100.7660000001779,2,word
142,1,M,3,Lentiform Loewenfeld,3.3.8,m,652.1242000000784,2,word
143,0,M,3,Lentiform Loewenfeld,3.3.8,c,757.9405000000261,2,word
144,1,M,5,Lentiform Loewenfeld,3.3.8,m,577.4603999999235,2,word
145,1,C,1,Lentiform Loewenfeld,3.3.8,c,656.7228000000468,2,nonword
146,0,M,6,Lentiform Loewenfeld,3.3.8,c,714.1559999999008,2,word
147,1,C,1,Lentiform Loewenfeld,3.3.8,c,825.5907000001753,2,nonword
148,1,M,5,Lentiform Loewenfeld,3.3.8,m,857.8435999999056,2,word
149,1,M,7,Lentiform Loewenfeld,3.3.8,m,810.9258000000846,2,word
150,1,M,7,Lentiform Loewenfeld,3.3.8,m,1686.3996999999508,2,word
151,1,M,5,Lentiform Loewenfeld,3.3.8,m,528.7670999999391,2,word
152,0,C,4,Lentiform Loewenfeld,3.3.8,m,500.0413000001572,2,nonword
153,0,C,7,Lentiform Loewenfeld,3.3.8,m,780.6313000000082,2,nonword
154,1,M,3,Lentiform Loewenfeld,3.3.8,m,964.8836000000592,2,word
155,1,M,1,Lentiform Loewenfeld,3.3.8,m,606.5033999999287,2,word
156,1,C,5,Lentiform Loewenfeld,3.3.8,c,518.0849999998463,2,nonword
157,1,C,7,Lentiform Loewenfeld,3.3.8,c,798.703499999945,2,nonword
158,1,M,6,Lentiform Loewenfeld,3.3.8,m,785.9382000000915,2,word
159,1,C,5,Lentiform Loewenfeld,3.3.8,c,790.5224999998463,2,nonword
160,1,C,2,Lentiform Loewenfeld,3.3.8,c,750.799600000144,2,nonword
161,1,C,6,Lentiform Loewenfeld,3.3.8,c,918.6630000000587,2,nonword
162,1,C,3,Lentiform Loewenfeld,3.3.8,c,567.0682000002125,2,nonword
163,1,M,1,Lentiform Loewenfeld,3.3.8,m,783.3202000000747,2,word
164,0,C,6,Lentiform Loewenfeld,3.3.8,m,882.4300000000512,2,nonword
165,0,M,5,Lentiform Loewenfeld,3.3.8,c,1483.4626000000862,2,word
166,1,M,1,Lentiform Loewenfeld,3.3.8,m,679.9686000001384,2,word
