Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,C,1,Lentiform Loewenfeld,3.3.8,c,535.9469999999856,10,nonword
1,1,M,4,Lentiform Loewenfeld,3.3.8,m,535.532600000035,10,word
2,1,M,3,Lentiform Loewenfeld,3.3.8,m,500.9930999999924,10,word
3,0,C,5,Lentiform Loewenfeld,3.3.8,m,372.1000000000058,10,nonword
4,1,C,7,Lentiform Loewenfeld,3.3.8,c,577.3946999999753,10,nonword
5,1,M,6,Lentiform Loewenfeld,3.3.8,m,411.781399999978,10,word
6,1,C,6,Lentiform Loewenfeld,3.3.8,c,476.0936999999976,10,nonword
7,1,C,5,Lentiform Loewenfeld,3.3.8,c,566.5542000000132,10,nonword
8,1,C,1,Lentiform Loewenfeld,3.3.8,c,553.5094000000099,10,nonword
9,1,M,7,Lentiform Loewenfeld,3.3.8,m,508.63059999997495,10,word
10,1,C,2,Lentiform Loewenfeld,3.3.8,c,438.0879000000132,10,nonword
11,1,C,2,Lentiform Loewenfeld,3.3.8,c,529.1802999999782,10,nonword
12,1,M,1,Lentiform Loewenfeld,3.3.8,m,521.950199999992,10,word
13,1,C,6,Lentiform Loewenfeld,3.3.8,c,507.22400000004563,10,nonword
14,1,C,1,Lentiform Loewenfeld,3.3.8,c,728.0200999999943,10,nonword
15,1,C,7,Lentiform Loewenfeld,3.3.8,c,516.2744000000239,10,nonword
16,0,M,4,Lentiform Loewenfeld,3.3.8,c,506.0724999999802,10,word
17,1,C,3,Lentiform Loewenfeld,3.3.8,c,566.8278999999748,10,nonword
18,1,M,2,Lentiform Loewenfeld,3.3.8,m,475.4186000000336,10,word
19,1,C,4,Lentiform Loewenfeld,3.3.8,c,533.5413000000408,10,nonword
20,1,C,2,Lentiform Loewenfeld,3.3.8,c,551.1962999999814,10,nonword
21,0,M,2,Lentiform Loewenfeld,3.3.8,c,462.44959999999264,10,word
22,1,C,7,Lentiform Loewenfeld,3.3.8,c,601.0677000000142,10,nonword
23,1,C,1,Lentiform Loewenfeld,3.3.8,c,521.9951000000001,10,nonword
24,1,C,6,Lentiform Loewenfeld,3.3.8,c,456.1477999999479,10,nonword
25,1,C,1,Lentiform Loewenfeld,3.3.8,c,501.0731000000087,10,nonword
26,1,M,1,Lentiform Loewenfeld,3.3.8,m,456.3454999999667,10,word
27,1,C,6,Lentiform Loewenfeld,3.3.8,c,618.7871999999916,10,nonword
28,1,C,2,Lentiform Loewenfeld,3.3.8,c,499.0497000000323,10,nonword
29,1,C,1,Lentiform Loewenfeld,3.3.8,c,502.9737000000023,10,nonword
30,1,M,5,Lentiform Loewenfeld,3.3.8,m,571.2681000000157,10,word
31,1,M,3,Lentiform Loewenfeld,3.3.8,m,494.52450000002864,10,word
32,1,M,6,Lentiform Loewenfeld,3.3.8,m,424.60189999997965,10,word
33,1,C,5,Lentiform Loewenfeld,3.3.8,c,550.0742999999784,10,nonword
34,1,M,5,Lentiform Loewenfeld,3.3.8,m,518.0031000000017,10,word
35,1,M,3,Lentiform Loewenfeld,3.3.8,m,644.2822000000451,10,word
36,1,C,7,Lentiform Loewenfeld,3.3.8,c,595.3833000000159,10,nonword
37,1,M,1,Lentiform Loewenfeld,3.3.8,m,626.6155999999901,10,word
38,1,M,6,Lentiform Loewenfeld,3.3.8,m,544.923300000024,10,word
39,1,C,7,Lentiform Loewenfeld,3.3.8,c,629.6549000000232,10,nonword
40,1,C,4,Lentiform Loewenfeld,3.3.8,c,720.6033999999927,10,nonword
41,1,M,3,Lentiform Loewenfeld,3.3.8,m,553.6785999999556,10,word
42,1,M,1,Lentiform Loewenfeld,3.3.8,m,504.4696999999578,10,word
43,0,C,2,Lentiform Loewenfeld,3.3.8,m,896.9530999999843,10,nonword
44,1,C,6,Lentiform Loewenfeld,3.3.8,c,542.9943999999668,10,nonword
45,1,M,5,Lentiform Loewenfeld,3.3.8,m,570.5881999999983,10,word
46,1,C,7,Lentiform Loewenfeld,3.3.8,c,589.7306999999855,10,nonword
47,1,M,7,Lentiform Loewenfeld,3.3.8,m,685.3390000000072,10,word
48,1,C,6,Lentiform Loewenfeld,3.3.8,c,506.5705999999773,10,nonword
49,1,C,6,Lentiform Loewenfeld,3.3.8,c,468.1584000000148,10,nonword
50,1,M,3,Lentiform Loewenfeld,3.3.8,m,496.1566000000457,10,word
51,1,M,6,Lentiform Loewenfeld,3.3.8,m,477.0981000000029,10,word
52,0,C,6,Lentiform Loewenfeld,3.3.8,m,375.71349999998347,10,nonword
53,1,C,5,Lentiform Loewenfeld,3.3.8,c,546.0225999999675,10,nonword
54,1,M,5,Lentiform Loewenfeld,3.3.8,m,688.1280000000261,10,word
55,1,M,2,Lentiform Loewenfeld,3.3.8,m,542.5499999999593,10,word
56,1,M,5,Lentiform Loewenfeld,3.3.8,m,540.2932000000437,10,word
57,1,C,1,Lentiform Loewenfeld,3.3.8,c,516.4518999999564,10,nonword
58,1,M,3,Lentiform Loewenfeld,3.3.8,m,620.865599999961,10,word
59,1,M,5,Lentiform Loewenfeld,3.3.8,m,491.45059999998193,10,word
60,0,M,4,Lentiform Loewenfeld,3.3.8,c,496.53290000002016,10,word
61,1,C,3,Lentiform Loewenfeld,3.3.8,c,597.8298999999824,10,nonword
62,1,M,2,Lentiform Loewenfeld,3.3.8,m,485.4611000000441,10,word
63,1,C,2,Lentiform Loewenfeld,3.3.8,c,580.4035999999614,10,nonword
64,1,M,2,Lentiform Loewenfeld,3.3.8,m,645.3622999999789,10,word
65,1,M,4,Lentiform Loewenfeld,3.3.8,m,474.26880000001984,10,word
66,1,C,2,Lentiform Loewenfeld,3.3.8,c,500.8742000000202,10,nonword
67,1,C,2,Lentiform Loewenfeld,3.3.8,c,503.4827000001096,10,nonword
68,1,C,3,Lentiform Loewenfeld,3.3.8,c,538.5996999999625,10,nonword
69,1,M,3,Lentiform Loewenfeld,3.3.8,m,423.0359999999637,10,word
70,1,M,4,Lentiform Loewenfeld,3.3.8,m,555.3064999998896,10,word
71,1,M,3,Lentiform Loewenfeld,3.3.8,m,543.112000000081,10,word
72,1,C,1,Lentiform Loewenfeld,3.3.8,c,522.5351000000373,10,nonword
73,1,C,4,Lentiform Loewenfeld,3.3.8,c,652.9228999999468,10,nonword
74,1,M,6,Lentiform Loewenfeld,3.3.8,m,475.5666000000201,10,word
75,1,C,2,Lentiform Loewenfeld,3.3.8,c,618.3219999999856,10,nonword
76,1,C,6,Lentiform Loewenfeld,3.3.8,c,564.5893000001088,10,nonword
77,1,M,5,Lentiform Loewenfeld,3.3.8,m,533.702399999951,10,word
78,1,C,5,Lentiform Loewenfeld,3.3.8,c,533.8549999999814,10,nonword
79,1,M,6,Lentiform Loewenfeld,3.3.8,m,548.6460000000079,10,word
80,0,C,7,Lentiform Loewenfeld,3.3.8,m,598.2318999999552,10,nonword
81,0,M,4,Lentiform Loewenfeld,3.3.8,c,456.03369999991264,10,word
82,1,M,3,Lentiform Loewenfeld,3.3.8,m,535.1230000000214,10,word
83,1,C,5,Lentiform Loewenfeld,3.3.8,c,552.7399999999907,10,nonword
84,1,C,7,Lentiform Loewenfeld,3.3.8,c,743.7091999999247,10,nonword
85,1,C,7,Lentiform Loewenfeld,3.3.8,c,528.9194000000134,10,nonword
86,1,M,6,Lentiform Loewenfeld,3.3.8,m,442.19130000000587,10,word
87,1,M,2,Lentiform Loewenfeld,3.3.8,m,430.6445999999414,10,word
88,1,M,4,Lentiform Loewenfeld,3.3.8,m,525.5710000000545,10,word
89,1,C,6,Lentiform Loewenfeld,3.3.8,c,554.3767999999691,10,nonword
90,1,M,4,Lentiform Loewenfeld,3.3.8,m,563.1110999999219,10,word
91,1,C,3,Lentiform Loewenfeld,3.3.8,c,500.7474000000512,10,nonword
92,1,C,6,Lentiform Loewenfeld,3.3.8,c,650.7070999999996,10,nonword
93,1,M,2,Lentiform Loewenfeld,3.3.8,m,524.1281999999774,10,word
94,1,M,6,Lentiform Loewenfeld,3.3.8,m,381.758199999982,10,word
95,1,M,5,Lentiform Loewenfeld,3.3.8,m,365.85409999999683,10,word
96,0,C,3,Lentiform Loewenfeld,3.3.8,m,394.6390999999712,10,nonword
97,1,C,3,Lentiform Loewenfeld,3.3.8,c,524.4180000000051,10,nonword
98,1,M,6,Lentiform Loewenfeld,3.3.8,m,492.54120000003604,10,word
99,1,M,4,Lentiform Loewenfeld,3.3.8,m,536.6460000000079,10,word
100,1,C,2,Lentiform Loewenfeld,3.3.8,c,487.444599999988,10,nonword
101,1,C,1,Lentiform Loewenfeld,3.3.8,c,496.7150999999721,10,nonword
102,1,C,3,Lentiform Loewenfeld,3.3.8,c,481.8279999999795,10,nonword
103,1,M,4,Lentiform Loewenfeld,3.3.8,m,797.8001000000513,10,word
104,1,C,3,Lentiform Loewenfeld,3.3.8,c,577.25629999995,10,nonword
105,1,M,4,Lentiform Loewenfeld,3.3.8,m,624.1672999999719,10,word
106,1,C,3,Lentiform Loewenfeld,3.3.8,c,556.4286000000429,10,nonword
107,1,M,6,Lentiform Loewenfeld,3.3.8,m,548.5184999998892,10,word
108,1,M,6,Lentiform Loewenfeld,3.3.8,m,502.137999999919,10,word
109,0,M,7,Lentiform Loewenfeld,3.3.8,c,518.2562000000617,10,word
110,1,M,3,Lentiform Loewenfeld,3.3.8,m,463.1522999999579,10,word
111,1,C,2,Lentiform Loewenfeld,3.3.8,c,548.2932999999612,10,nonword
112,1,M,7,Lentiform Loewenfeld,3.3.8,m,504.22140000003856,10,word
113,1,C,3,Lentiform Loewenfeld,3.3.8,c,560.7027000000235,10,nonword
114,1,C,5,Lentiform Loewenfeld,3.3.8,c,625.7908000000753,10,nonword
115,1,M,5,Lentiform Loewenfeld,3.3.8,m,593.4306000000797,10,word
116,1,M,6,Lentiform Loewenfeld,3.3.8,m,506.7216999999946,10,word
117,1,M,1,Lentiform Loewenfeld,3.3.8,m,460.6230999999097,10,word
