Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,C,7,Lentiform Loewenfeld,3.3.8,c,833.9666000000725,27,nonword
1,0,M,5,Lentiform Loewenfeld,3.3.8,c,439.511199999979,27,word
2,0,M,5,Lentiform Loewenfeld,3.3.8,c,949.7984999999462,27,word
3,1,C,5,Lentiform Loewenfeld,3.3.8,c,602.5058999999892,27,nonword
4,1,M,4,Lentiform Loewenfeld,3.3.8,m,620.2917000000598,27,word
5,1,C,1,Lentiform Loewenfeld,3.3.8,c,593.1856999999436,27,nonword
6,1,M,4,Lentiform Loewenfeld,3.3.8,m,587.378699999972,27,word
7,1,C,7,Lentiform Loewenfeld,3.3.8,c,715.8965000000026,27,nonword
8,1,M,1,Lentiform Loewenfeld,3.3.8,m,532.7099000000162,27,word
9,1,C,2,Lentiform Loewenfeld,3.3.8,c,686.6017999999749,27,nonword
10,1,M,7,Lentiform Loewenfeld,3.3.8,m,479.3149999999441,27,word
11,0,C,4,Lentiform Loewenfeld,3.3.8,m,474.1548999999359,27,nonword
12,1,M,2,Lentiform Loewenfeld,3.3.8,m,521.2501000000047,27,word
13,1,C,3,Lentiform Loewenfeld,3.3.8,c,662.3409999999858,27,nonword
14,1,M,7,Lentiform Loewenfeld,3.3.8,m,545.4312999999092,27,word
15,1,M,6,Lentiform Loewenfeld,3.3.8,m,549.1846000000078,27,word
16,1,M,3,Lentiform Loewenfeld,3.3.8,m,562.2981000000436,27,word
17,0,C,7,Lentiform Loewenfeld,3.3.8,m,318.4445999999298,27,nonword
18,1,M,7,Lentiform Loewenfeld,3.3.8,m,563.0493000000133,27,word
19,1,C,1,Lentiform Loewenfeld,3.3.8,c,669.0771999999415,27,nonword
20,1,M,4,Lentiform Loewenfeld,3.3.8,m,498.5957999999809,27,word
21,1,M,3,Lentiform Loewenfeld,3.3.8,m,841.20729999998,27,word
22,1,M,7,Lentiform Loewenfeld,3.3.8,m,486.4742999999726,27,word
23,1,C,4,Lentiform Loewenfeld,3.3.8,c,699.0591000000131,27,nonword
24,1,M,6,Lentiform Loewenfeld,3.3.8,m,433.84009999991395,27,word
