Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,1,M,2,Lentiform Loewenfeld,3.3.8,m,1085.4711000000243,13,word
1,1,M,2,Lentiform Loewenfeld,3.3.8,m,532.3337000000029,13,word
2,1,M,2,Lentiform Loewenfeld,3.3.8,m,482.457000000024,13,word
3,1,M,2,Lentiform Loewenfeld,3.3.8,m,579.2514000000083,13,word
4,1,C,1,Lentiform Loewenfeld,3.3.8,c,677.5701000000408,13,nonword
5,1,C,7,Lentiform Loewenfeld,3.3.8,c,972.9922000000515,13,nonword
6,1,C,3,Lentiform Loewenfeld,3.3.8,c,554.3571000000229,13,nonword
7,1,M,1,Lentiform Loewenfeld,3.3.8,m,536.7951000000176,13,word
8,1,C,1,Lentiform Loewenfeld,3.3.8,c,538.7421999999788,13,nonword
9,1,M,5,Lentiform Loewenfeld,3.3.8,m,621.8273999999801,13,word
10,1,M,2,Lentiform Loewenfeld,3.3.8,m,591.2539000000688,13,word
11,1,C,5,Lentiform Loewenfeld,3.3.8,c,502.6849999999977,13,nonword
12,1,C,4,Lentiform Loewenfeld,3.3.8,c,526.1102999999712,13,nonword
13,1,C,6,Lentiform Loewenfeld,3.3.8,c,403.55100000003586,13,nonword
14,1,M,2,Lentiform Loewenfeld,3.3.8,m,413.36509999996633,13,word
15,1,M,1,Lentiform Loewenfeld,3.3.8,m,552.8262000000104,13,word
16,1,M,1,Lentiform Loewenfeld,3.3.8,m,542.6274000000267,13,word
17,1,M,3,Lentiform Loewenfeld,3.3.8,m,562.7041000000027,13,word
18,1,C,5,Lentiform Loewenfeld,3.3.8,c,417.12489999999525,13,nonword
19,1,M,7,Lentiform Loewenfeld,3.3.8,m,444.94470000002184,13,word
20,1,M,3,Lentiform Loewenfeld,3.3.8,m,1026.0456000000122,13,word
21,1,M,7,Lentiform Loewenfeld,3.3.8,m,583.2707000000228,13,word
22,1,C,2,Lentiform Loewenfeld,3.3.8,c,521.7262000000046,13,nonword
23,1,C,1,Lentiform Loewenfeld,3.3.8,c,658.3150000000314,13,nonword
24,1,M,2,Lentiform Loewenfeld,3.3.8,m,445.5695999999589,13,word
25,1,M,5,Lentiform Loewenfeld,3.3.8,m,437.5088000000105,13,word
26,1,M,3,Lentiform Loewenfeld,3.3.8,m,484.9853000000294,13,word
27,1,C,3,Lentiform Loewenfeld,3.3.8,c,473.95650000002934,13,nonword
28,1,C,4,Lentiform Loewenfeld,3.3.8,c,493.0149000000383,13,nonword
29,1,C,5,Lentiform Loewenfeld,3.3.8,c,509.46669999998994,13,nonword
30,1,M,4,Lentiform Loewenfeld,3.3.8,m,659.2632000000158,13,word
31,1,C,6,Lentiform Loewenfeld,3.3.8,c,474.83359999995446,13,nonword
32,1,C,1,Lentiform Loewenfeld,3.3.8,c,696.5035000000498,13,nonword
33,1,M,6,Lentiform Loewenfeld,3.3.8,m,458.70269999996526,13,word
34,1,M,2,Lentiform Loewenfeld,3.3.8,m,588.1392999999807,13,word
35,1,C,7,Lentiform Loewenfeld,3.3.8,c,518.2595000000147,13,nonword
36,1,M,5,Lentiform Loewenfeld,3.3.8,m,433.7169999999751,13,word
37,1,M,4,Lentiform Loewenfeld,3.3.8,m,501.5078999999969,13,word
38,1,M,3,Lentiform Loewenfeld,3.3.8,m,441.26009999998496,13,word
39,1,C,3,Lentiform Loewenfeld,3.3.8,c,504.6015999999654,13,nonword
40,1,M,5,Lentiform Loewenfeld,3.3.8,m,504.19550000000163,13,word
41,1,M,2,Lentiform Loewenfeld,3.3.8,m,462.2703000000329,13,word
42,0,M,7,Lentiform Loewenfeld,3.3.8,c,683.5797000000312,13,word
43,0,M,7,Lentiform Loewenfeld,3.3.8,c,694.1637999999803,13,word
44,1,C,3,Lentiform Loewenfeld,3.3.8,c,685.2457000000286,13,nonword
45,0,M,7,Lentiform Loewenfeld,3.3.8,c,667.0021999999881,13,word
46,1,M,3,Lentiform Loewenfeld,3.3.8,m,765.0914999999804,13,word
47,1,C,1,Lentiform Loewenfeld,3.3.8,c,492.4814999999653,13,nonword
