Unnamed: 0,correct_keyboard_response_1,correct_response,flanker_condition,opensesame_codename,opensesame_version,response_keyboard_response_1,response_time_keyboard_response_1,subject_nr,target_type
0,0,C,6,Lentiform Loewenfeld,3.3.8,m,535.8969000000216,26,nonword
1,1,C,6,Lentiform Loewenfeld,3.3.8,c,584.8440999999584,26,nonword
2,1,C,2,Lentiform Loewenfeld,3.3.8,c,448.78959999996005,26,nonword
3,1,M,7,Lentiform Loewenfeld,3.3.8,m,458.8806000000332,26,word
4,1,C,4,Lentiform Loewenfeld,3.3.8,c,460.5082000000112,26,nonword
5,1,C,3,Lentiform Loewenfeld,3.3.8,c,491.63469999999506,26,nonword
6,1,M,3,Lentiform Loewenfeld,3.3.8,m,492.5576000000001,26,word
7,0,M,6,Lentiform Loewenfeld,3.3.8,c,515.7070999999996,26,word
8,1,M,5,Lentiform Loewenfeld,3.3.8,m,493.96710000000894,26,word
9,0,M,4,Lentiform Loewenfeld,3.3.8,c,568.2427999999782,26,word
10,1,C,7,Lentiform Loewenfeld,3.3.8,c,640.4906999999366,26,nonword
11,1,C,7,Lentiform Loewenfeld,3.3.8,c,609.083799999964,26,nonword
12,0,C,4,Lentiform Loewenfeld,3.3.8,m,666.5157999999647,26,nonword
13,1,M,6,Lentiform Loewenfeld,3.3.8,m,575.1309000000183,26,word
14,1,C,1,Lentiform Loewenfeld,3.3.8,c,583.8977000000014,26,nonword
15,1,C,5,Lentiform Loewenfeld,3.3.8,c,786.9819000000134,26,nonword
16,1,C,2,Lentiform Loewenfeld,3.3.8,c,658.567800000048,26,nonword
17,1,C,4,Lentiform Loewenfeld,3.3.8,c,528.3257999999623,26,nonword
18,1,M,5,Lentiform Loewenfeld,3.3.8,m,614.1269999999786,26,word
19,1,M,3,Lentiform Loewenfeld,3.3.8,m,560.8920000000217,26,word
20,1,M,3,Lentiform Loewenfeld,3.3.8,m,513.975999999966,26,word
21,1,M,1,Lentiform Loewenfeld,3.3.8,m,549.6215000000375,26,word
22,1,C,3,Lentiform Loewenfeld,3.3.8,c,559.83679999999,26,nonword
23,1,M,5,Lentiform Loewenfeld,3.3.8,m,497.1178000000364,26,word
24,1,C,6,Lentiform Loewenfeld,3.3.8,c,661.7412000000186,26,nonword
25,0,C,4,Lentiform Loewenfeld,3.3.8,m,553.3112000000256,26,nonword
26,1,M,1,Lentiform Loewenfeld,3.3.8,m,518.4163000000408,26,word
27,1,M,3,Lentiform Loewenfeld,3.3.8,m,676.8755999999994,26,word
28,1,C,7,Lentiform Loewenfeld,3.3.8,c,554.2776999999478,26,nonword
29,1,C,4,Lentiform Loewenfeld,3.3.8,c,558.0813999999955,26,nonword
30,1,M,1,Lentiform Loewenfeld,3.3.8,m,495.1439000000246,26,word
31,1,M,4,Lentiform Loewenfeld,3.3.8,m,534.9679999999935,26,word
32,1,C,1,Lentiform Loewenfeld,3.3.8,c,551.2309999999998,26,nonword
33,1,C,1,Lentiform Loewenfeld,3.3.8,c,529.489099999977,26,nonword
34,1,M,2,Lentiform Loewenfeld,3.3.8,m,613.9475000000384,26,word
35,1,C,1,Lentiform Loewenfeld,3.3.8,c,495.6694000000134,26,nonword
36,1,C,4,Lentiform Loewenfeld,3.3.8,c,639.4551999999967,26,nonword
37,1,C,5,Lentiform Loewenfeld,3.3.8,c,562.5618999999424,26,nonword
38,1,C,1,Lentiform Loewenfeld,3.3.8,c,524.0215999999782,26,nonword
39,1,M,4,Lentiform Loewenfeld,3.3.8,m,568.9554000000062,26,word
40,1,C,4,Lentiform Loewenfeld,3.3.8,c,581.8784999999625,26,nonword
41,1,C,7,Lentiform Loewenfeld,3.3.8,c,472.4986000000208,26,nonword
42,1,M,7,Lentiform Loewenfeld,3.3.8,m,536.2593999999517,26,word
43,1,C,6,Lentiform Loewenfeld,3.3.8,c,586.8722999999882,26,nonword
44,1,C,2,Lentiform Loewenfeld,3.3.8,c,519.6170999999449,26,nonword
45,1,C,4,Lentiform Loewenfeld,3.3.8,c,459.9192999999796,26,nonword
46,1,C,1,Lentiform Loewenfeld,3.3.8,c,683.5482000000484,26,nonword
47,1,M,6,Lentiform Loewenfeld,3.3.8,m,717.4533000000229,26,word
48,0,M,5,Lentiform Loewenfeld,3.3.8,c,530.0874000000476,26,word
49,1,M,1,Lentiform Loewenfeld,3.3.8,m,492.7188000000024,26,word
50,1,C,7,Lentiform Loewenfeld,3.3.8,c,559.6262999999744,26,nonword
51,1,C,1,Lentiform Loewenfeld,3.3.8,c,764.4307000000263,26,nonword
52,1,M,4,Lentiform Loewenfeld,3.3.8,m,524.6901000000071,26,word
53,1,C,3,Lentiform Loewenfeld,3.3.8,c,729.6019999999553,26,nonword
54,1,C,6,Lentiform Loewenfeld,3.3.8,c,539.6916999999667,26,nonword
55,1,C,5,Lentiform Loewenfeld,3.3.8,c,564.9882000000798,26,nonword
56,1,M,1,Lentiform Loewenfeld,3.3.8,m,525.2200000000303,26,word
57,1,C,5,Lentiform Loewenfeld,3.3.8,c,617.6867000000202,26,nonword
58,1,C,1,Lentiform Loewenfeld,3.3.8,c,492.1201000000583,26,nonword
