,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type
31821,31821,76,1,C,4,c,729,tonk tonk lijg lijg tonk tonk tonk,4,nonword
31822,31822,76,0,C,3,m,448,wien zoud wien zoud wien wien wien,4,nonword
31823,31823,76,1,M,7,m,537,romp romp romp haan romp romp haan,4,word
31824,31824,76,1,C,3,c,561,patt geid patt geid patt patt patt,4,nonword
31825,31825,76,1,M,4,m,458,boos boos arme arme boos boos boos,4,word
31826,31826,76,1,M,4,m,558,pers pers zand zand pers pers pers,4,word
31827,31827,76,1,C,3,c,417,brum isfe brum isfe brum brum brum,4,nonword
31828,31828,76,1,C,2,c,549,fein spak spak fein spak spak spak,4,nonword
31829,31829,76,0,M,6,c,480,doos doos doos rare doos rare doos,4,word
31830,31830,76,1,C,2,c,554,sugo nale nale sugo nale nale nale,4,nonword
31831,31831,76,1,C,5,c,593,icht icht icht vool vool icht icht,4,nonword
31832,31832,76,1,C,7,c,526,wink wink wink doro wink wink doro,4,nonword
31833,31833,76,1,C,4,c,469,bork bork leit leit bork bork bork,4,nonword
31834,31834,76,1,C,3,c,499,noed sauw noed sauw noed noed noed,4,nonword
31835,31835,76,1,M,1,m,790,maan maan maan reed maan maan maan,4,word
31836,31836,76,1,C,6,c,455,tate tate tate bild tate bild tate,4,nonword
31837,31837,76,1,M,7,m,519,smal smal smal puin smal smal puin,4,word
31838,31838,76,1,C,3,c,498,taar ille taar ille taar taar taar,4,nonword
31839,31839,76,1,M,3,m,501,laag dier laag dier laag laag laag,4,word
31840,31840,76,0,M,6,c,557,dolf dolf dolf miss dolf miss dolf,4,word
31841,31841,76,1,C,6,c,543,wais wais wais voen wais voen wais,4,nonword
31842,31842,76,1,C,7,c,536,kwil kwil kwil goet kwil kwil goet,4,nonword
31843,31843,76,1,M,5,m,633,hoor hoor hoor eten eten hoor hoor,4,word
31844,31844,76,1,C,2,c,624,sput gond gond sput gond gond gond,4,nonword
31845,31845,76,1,M,6,m,487,flat flat flat merk flat merk flat,4,word
31846,31846,76,1,C,2,c,549,noer buft buft noer buft buft buft,4,nonword
31847,31847,76,1,C,2,c,477,sfee maad maad sfee maad maad maad,4,nonword
31848,31848,76,1,C,3,c,540,smik beed smik beed smik smik smik,4,nonword
31849,31849,76,1,M,1,m,504,pest pest pest blok pest pest pest,4,word
31850,31850,76,1,C,5,c,461,buim buim buim voof voof buim buim,4,nonword
31851,31851,76,1,M,4,m,498,geld geld wist wist geld geld geld,4,word
31852,31852,76,1,C,2,c,526,muld wief wief muld wief wief wief,4,nonword
31853,31853,76,1,C,2,c,505,cens baap baap cens baap baap baap,4,nonword
31854,31854,76,1,C,3,c,448,sopa drig sopa drig sopa sopa sopa,4,nonword
31855,31855,76,1,M,3,m,565,taxi lege taxi lege taxi taxi taxi,4,word
31856,31856,76,0,C,6,m,478,heid heid heid oost heid oost heid,4,nonword
31857,31857,76,1,C,5,c,607,lunk lunk lunk hieg hieg lunk lunk,4,nonword
31858,31858,76,1,M,1,m,689,kilo kilo kilo vers kilo kilo kilo,4,word
31859,31859,76,1,C,7,c,547,palg palg palg keis palg palg keis,4,nonword
31860,31860,76,1,M,2,m,492,knie zaad zaad knie zaad zaad zaad,4,word
31861,31861,76,1,M,4,m,505,blik blik rode rode blik blik blik,4,word
31862,31862,76,1,C,7,c,471,koke koke koke igri koke koke igri,4,nonword
31863,31863,76,1,C,5,c,652,ezis ezis ezis paat paat ezis ezis,4,nonword
31864,31864,76,1,M,3,m,649,knap heus knap heus knap knap knap,4,word
31865,31865,76,1,C,6,c,543,dauk dauk dauk lors dauk lors dauk,4,nonword
31866,31866,76,1,M,2,m,399,stom huid huid stom huid huid huid,4,word
31867,31867,76,1,C,1,c,502,wors wors wors cini wors wors wors,4,nonword
31868,31868,76,1,C,1,c,545,tuip tuip tuip benk tuip tuip tuip,4,nonword
31869,31869,76,1,M,7,m,451,rust rust rust vlak rust rust vlak,4,word
31870,31870,76,1,M,4,m,535,staf staf klok klok staf staf staf,4,word
31871,31871,76,1,C,6,c,486,hons hons hons teuk hons teuk hons,4,nonword
31872,31872,76,1,C,1,c,506,zous zous zous vral zous zous zous,4,nonword
31873,31873,76,1,M,2,m,441,ster club club ster club club club,4,word
31874,31874,76,1,M,3,m,597,maat oren maat oren maat maat maat,4,word
31875,31875,76,0,M,7,c,481,trad trad trad hief trad trad hief,4,word
31876,31876,76,1,M,4,m,442,redt redt knop knop redt redt redt,4,word
31877,31877,76,1,M,6,m,449,ooit ooit ooit leuk ooit leuk ooit,4,word
31878,31878,76,1,C,3,c,507,hijl orse hijl orse hijl hijl hijl,4,nonword
31879,31879,76,1,C,7,c,626,grop grop grop ties grop grop ties,4,nonword
31880,31880,76,1,C,1,c,519,houp houp houp sles houp houp houp,4,nonword
31881,31881,76,1,C,4,c,521,zast zast hong hong zast zast zast,4,nonword
31882,31882,76,1,C,7,c,524,marg marg marg bees marg marg bees,4,nonword
31883,31883,76,1,M,5,m,429,baby baby baby loop loop baby baby,4,word
31884,31884,76,1,C,7,c,605,kluw kluw kluw rart kluw kluw rart,4,nonword
31885,31885,76,1,M,4,m,447,vlug vlug adem adem vlug vlug vlug,4,word
31886,31886,76,1,C,7,c,458,asho asho asho krif asho asho krif,4,nonword
31887,31887,76,1,M,6,m,426,hoge hoge hoge papa hoge papa hoge,4,word
31888,31888,76,1,C,7,c,543,wrag wrag wrag olen wrag wrag olen,4,nonword
31889,31889,76,1,C,2,c,523,helf kuim kuim helf kuim kuim kuim,4,nonword
31890,31890,76,1,M,5,m,481,hang hang hang dure dure hang hang,4,word
31891,31891,76,1,M,6,m,616,bied bied bied loon bied loon bied,4,word
31892,31892,76,1,M,7,m,534,hulp hulp hulp neer hulp hulp neer,4,word
31893,31893,76,1,M,7,m,485,norm norm norm glad norm norm glad,4,word
31894,31894,76,1,M,6,m,547,ruik ruik ruik pols ruik pols ruik,4,word
31895,31895,76,1,C,4,c,618,kour kour zwee zwee kour kour kour,4,nonword
31896,31896,76,1,M,4,m,478,dode dode ruim ruim dode dode dode,4,word
31897,31897,76,1,M,7,m,670,zone zone zone buit zone zone buit,4,word
31898,31898,76,1,C,2,c,488,hass uten uten hass uten uten uten,4,nonword
31899,31899,76,1,M,6,m,546,gras gras gras neef gras neef gras,4,word
31900,31900,76,1,M,7,m,430,bord bord bord tent bord bord tent,4,word
31901,31901,76,1,M,2,m,572,cola rent rent cola rent rent rent,4,word
31902,31902,76,1,M,5,m,435,zout zout zout grap grap zout zout,4,word
31903,31903,76,1,M,6,m,446,taal taal taal reis taal reis taal,4,word
31904,31904,76,0,C,7,m,547,peun peun peun lots peun peun lots,4,nonword
31905,31905,76,0,C,1,m,596,ereg ereg ereg fonk ereg ereg ereg,4,nonword
31906,31906,76,1,C,5,c,487,jijk jijk jijk enes enes jijk jijk,4,nonword
31907,31907,76,1,M,1,m,587,slok slok slok chip slok slok slok,4,word
31908,31908,76,1,C,6,c,664,oyer oyer oyer spap oyer spap oyer,4,nonword
31909,31909,76,1,C,2,c,637,luip dote dote luip dote dote dote,4,nonword
31910,31910,76,1,M,5,m,491,ezel ezel ezel muis muis ezel ezel,4,word
31911,31911,76,1,M,4,m,479,bond bond saai saai bond bond bond,4,word
31912,31912,76,1,C,2,c,469,alde nouw nouw alde nouw nouw nouw,4,nonword
31913,31913,76,1,M,1,m,420,leeg leeg leeg kost leeg leeg leeg,4,word
31914,31914,76,1,M,7,m,444,woon woon woon kust woon woon kust,4,word
31915,31915,76,1,M,5,m,556,maak maak maak oude oude maak maak,4,word
31916,31916,76,1,M,7,m,477,bier bier bier stof bier bier stof,4,word
31917,31917,76,1,C,7,c,567,hiet hiet hiet wols hiet hiet wols,4,nonword
31918,31918,76,1,M,4,m,457,raar raar hing hing raar raar raar,4,word
31919,31919,76,1,M,1,m,493,dook dook dook pech dook dook dook,4,word
31920,31920,77,0,M,6,c,771,rijd rijd rijd tank rijd tank rijd,6,word
31921,31921,77,1,M,7,m,440,lijf lijf lijf mede lijf lijf mede,6,word
31922,31922,77,1,M,6,m,428,touw touw touw brak touw brak touw,6,word
31923,31923,77,1,M,4,m,555,klom klom tape tape klom klom klom,6,word
31924,31924,77,1,C,5,c,643,lura lura lura weft weft lura lura,6,nonword
31925,31925,77,1,M,1,m,513,hals hals hals boer hals hals hals,6,word
31926,31926,77,1,M,1,m,587,gras gras gras neef gras gras gras,6,word
31927,31927,77,1,M,2,m,508,zaak vrij vrij zaak vrij vrij vrij,6,word
31928,31928,77,1,M,6,m,628,wolk wolk wolk vest wolk vest wolk,6,word
31929,31929,77,1,M,1,m,470,woud woud woud jeep woud woud woud,6,word
31930,31930,77,1,M,5,m,553,koos koos koos rede rede koos koos,6,word
31931,31931,77,1,C,3,c,637,morp ests morp ests morp morp morp,6,nonword
31932,31932,77,1,C,6,c,808,doms doms doms vleg doms vleg doms,6,nonword
31933,31933,77,1,C,3,c,1054,polp inze polp inze polp polp polp,6,nonword
31934,31934,77,1,M,1,m,815,homo homo homo vals homo homo homo,6,word
31935,31935,77,1,M,2,m,608,hart blij blij hart blij blij blij,6,word
31936,31936,77,1,M,5,m,529,neen neen neen bril bril neen neen,6,word
31937,31937,77,1,M,1,m,522,juli juli juli test juli juli juli,6,word
31938,31938,77,1,M,6,m,472,dief dief dief klus dief klus dief,6,word
31939,31939,77,1,M,7,m,343,voeg voeg voeg pijl voeg voeg pijl,6,word
31940,31940,77,0,C,1,m,344,keme keme keme trop keme keme keme,6,nonword
31941,31941,77,1,C,4,c,644,maad maad sfee sfee maad maad maad,6,nonword
31942,31942,77,1,C,5,c,708,taar taar taar ille ille taar taar,6,nonword
31943,31943,77,1,C,1,c,642,tate tate tate bild tate tate tate,6,nonword
31944,31944,77,1,C,2,c,578,sted kril kril sted kril kril kril,6,nonword
31945,31945,77,1,M,4,m,549,slag slag doch doch slag slag slag,6,word
31946,31946,77,1,M,3,m,474,pest blok pest blok pest pest pest,6,word
31947,31947,77,1,M,7,m,446,kwam kwam kwam dood kwam kwam dood,6,word
31948,31948,77,1,C,1,c,617,kuto kuto kuto peed kuto kuto kuto,6,nonword
31949,31949,77,1,C,3,c,576,afes mong afes mong afes afes afes,6,nonword
31950,31950,77,1,C,3,c,605,dorf jeeg dorf jeeg dorf dorf dorf,6,nonword
31951,31951,77,1,C,5,c,763,pori pori pori flet flet pori pori,6,nonword
31952,31952,77,1,C,2,c,605,frel noks noks frel noks noks noks,6,nonword
31953,31953,77,1,C,6,c,620,wras wras wras liem wras liem wras,6,nonword
31954,31954,77,1,C,6,c,549,coho coho coho kelg coho kelg coho,6,nonword
31955,31955,77,1,M,7,m,501,baan baan baan kort baan baan kort,6,word
31956,31956,77,1,C,6,c,656,kwat kwat kwat rens kwat rens kwat,6,nonword
31957,31957,77,0,M,1,c,393,doos doos doos rare doos doos doos,6,word
31958,31958,77,1,M,2,m,478,aten zuur zuur aten zuur zuur zuur,6,word
31959,31959,77,1,M,7,m,518,hang hang hang dure hang hang dure,6,word
31960,31960,77,1,M,1,m,581,ooit ooit ooit leuk ooit ooit ooit,6,word
31961,31961,77,1,C,4,c,591,dach dach biee biee dach dach dach,6,nonword
31962,31962,77,1,C,6,c,609,roup roup roup beel roup beel roup,6,nonword
31963,31963,77,1,C,1,c,703,hege hege hege tolp hege hege hege,6,nonword
31964,31964,77,1,M,6,m,461,geld geld geld wist geld wist geld,6,word
31965,31965,77,1,C,3,c,538,kund stei kund stei kund kund kund,6,nonword
31966,31966,77,1,M,4,m,553,rent rent cola cola rent rent rent,6,word
31967,31967,77,0,C,6,m,461,pans pans pans kole pans kole pans,6,nonword
31968,31968,77,0,M,6,c,498,blik blik blik rode blik rode blik,6,word
31969,31969,77,1,C,6,c,825,zoof zoof zoof daam zoof daam zoof,6,nonword
31970,31970,77,1,C,1,c,744,kijn kijn kijn abte kijn kijn kijn,6,nonword
31971,31971,77,1,C,7,c,705,muif muif muif sner muif muif sner,6,nonword
31972,31972,77,0,C,1,m,484,heid heid heid oost heid heid heid,6,nonword
31973,31973,77,1,C,3,c,838,voot spal voot spal voot voot voot,6,nonword
31974,31974,77,1,C,2,c,743,herg wont wont herg wont wont wont,6,nonword
31975,31975,77,1,M,5,m,586,gans gans gans klem klem gans gans,6,word
31976,31976,77,1,M,7,m,480,vaak vaak vaak zeer vaak vaak zeer,6,word
31977,31977,77,1,M,5,m,507,boze boze boze wand wand boze boze,6,word
31978,31978,77,1,M,5,m,403,wind wind wind taak taak wind wind,6,word
31979,31979,77,0,C,6,m,346,fams fams fams doon fams doon fams,6,nonword
31980,31980,77,1,C,1,c,1102,vrul vrul vrul bops vrul vrul vrul,6,nonword
31981,31981,77,1,C,1,c,714,foba foba foba sune foba foba foba,6,nonword
31982,31982,77,1,C,3,c,548,hava eloe hava eloe hava hava hava,6,nonword
31983,31983,77,1,M,7,m,589,zaal zaal zaal bron zaal zaal bron,6,word
31984,31984,77,1,M,2,m,536,vlak rust rust vlak rust rust rust,6,word
31985,31985,77,0,C,5,m,434,oomt oomt oomt luil luil oomt oomt,6,nonword
31986,31986,77,1,C,6,c,1013,lals lals lals poek lals poek lals,6,nonword
31987,31987,77,1,C,7,c,820,caks caks caks vieg caks caks vieg,6,nonword
31988,31988,77,0,M,1,c,536,doof doof doof heil doof doof doof,6,word
31989,31989,77,1,M,6,m,632,lach lach lach boog lach boog lach,6,word
31990,31990,77,1,M,5,m,522,rock rock rock bijl bijl rock rock,6,word
31991,31991,77,1,C,1,c,720,lolk lolk lolk vade lolk lolk lolk,6,nonword
31992,31992,77,0,M,7,c,825,slet slet slet mark slet slet mark,6,word
31993,31993,77,1,M,1,m,615,jong jong jong mate jong jong jong,6,word
31994,31994,77,1,M,6,m,568,keel keel keel tong keel tong keel,6,word
31995,31995,77,1,C,7,c,638,vins vins vins talt vins vins talt,6,nonword
31996,31996,77,1,C,3,c,643,wats noeg wats noeg wats wats wats,6,nonword
31997,31997,77,1,C,6,c,949,kour kour kour zwee kour zwee kour,6,nonword
31998,31998,77,1,C,2,c,545,krif asho asho krif asho asho asho,6,nonword
31999,31999,77,1,M,2,m,525,tent bord bord tent bord bord bord,6,word
32000,32000,77,1,M,3,m,479,haak uien haak uien haak haak haak,6,word
32001,32001,77,1,C,3,c,553,prit egen prit egen prit prit prit,6,nonword
32002,32002,77,0,C,5,m,526,dold dold dold pijs pijs dold dold,6,nonword
32003,32003,77,1,M,2,m,853,vlek gids gids vlek gids gids gids,6,word
32004,32004,77,1,M,3,m,533,raad fout raad fout raad raad raad,6,word
32005,32005,77,1,M,4,m,485,plus plus kern kern plus plus plus,6,word
32006,32006,77,1,M,7,m,626,maal maal maal keus maal maal keus,6,word
32007,32007,77,1,C,2,c,553,elvo sins sins elvo sins sins sins,6,nonword
32008,32008,77,1,M,4,m,392,ruil ruil mode mode ruil ruil ruil,6,word
32009,32009,77,1,M,6,m,492,past past past volg past volg past,6,word
32010,32010,77,0,C,2,m,388,rart kluw kluw rart kluw kluw kluw,6,nonword
32011,32011,77,1,C,7,c,809,hins hins hins poow hins hins poow,6,nonword
32012,32012,77,1,M,1,m,601,ruwe ruwe ruwe poos ruwe ruwe ruwe,6,word
32013,32013,77,1,C,5,c,651,weil weil weil dous dous weil weil,6,nonword
32014,32014,77,1,M,3,m,624,leeg kost leeg kost leeg leeg leeg,6,word
32015,32015,77,1,C,2,c,956,doov kels kels doov kels kels kels,6,nonword
32016,32016,77,1,M,5,m,724,data data data ober ober data data,6,word
32017,32017,77,1,M,7,m,589,goud goud goud leer goud goud leer,6,word
32018,32018,77,1,C,6,c,571,bamp bamp bamp foft bamp foft bamp,6,nonword
32019,32019,77,1,C,1,c,646,unen unen unen vooi unen unen unen,6,nonword
32020,32020,77,1,M,1,m,577,wijf wijf wijf poot wijf wijf wijf,6,word
32021,32021,77,1,M,7,m,547,ezel ezel ezel muis ezel ezel muis,6,word
32022,32022,77,1,C,7,c,608,merf merf merf soop merf merf soop,6,nonword
32023,32023,77,1,C,2,c,675,lots peun peun lots peun peun peun,6,nonword
32024,32024,77,1,M,6,m,540,café café café huur café huur café,6,word
32025,32025,77,1,M,3,m,773,deel vijf deel vijf deel deel deel,6,word
32026,32026,77,1,M,4,m,468,jurk jurk moed moed jurk jurk jurk,6,word
32027,32027,77,1,M,5,m,402,eeuw eeuw eeuw stap stap eeuw eeuw,6,word
32028,32028,77,1,M,7,m,409,ouwe ouwe ouwe lijk ouwe ouwe lijk,6,word
32029,32029,77,0,C,4,m,425,tust tust zame zame tust tust tust,6,nonword
32030,32030,77,1,M,2,m,601,puin smal smal puin smal smal smal,6,word
32031,32031,77,1,M,3,m,530,druk stem druk stem druk druk druk,6,word
32032,32032,77,1,M,7,m,392,grof grof grof duim grof grof duim,6,word
32033,32033,77,1,C,6,c,517,wers wers wers haad wers haad wers,6,nonword
32034,32034,77,1,C,6,c,714,stor stor stor mein stor mein stor,6,nonword
32035,32035,77,1,C,3,c,601,reur vits reur vits reur reur reur,6,nonword
32036,32036,77,0,C,5,m,530,muns muns muns tekt tekt muns muns,6,nonword
32037,32037,77,1,C,3,c,754,ozis udep ozis udep ozis ozis ozis,6,nonword
32038,32038,77,1,C,2,c,705,goet kwil kwil goet kwil kwil kwil,6,nonword
32039,32039,77,1,C,6,c,625,drik drik drik onel drik onel drik,6,nonword
32040,32040,77,1,C,4,c,483,noom noom cais cais noom noom noom,6,nonword
32041,32041,77,1,C,7,c,562,cula cula cula dize cula cula dize,6,nonword
32042,32042,77,1,C,3,c,497,houp sles houp sles houp houp houp,6,nonword
32043,32043,77,1,M,5,m,550,durf durf durf lage lage durf durf,6,word
32044,32044,77,1,C,7,c,588,buim buim buim voof buim buim voof,6,nonword
32045,32045,77,1,M,5,m,563,dame dame dame lukt lukt dame dame,6,word
32046,32046,77,0,C,1,m,469,hoot hoot hoot feep hoot hoot hoot,6,nonword
32047,32047,77,1,C,5,c,450,peek peek peek lago lago peek peek,6,nonword
32048,32048,77,1,C,7,c,576,ezis ezis ezis paat ezis ezis paat,6,nonword
32049,32049,77,1,C,4,c,435,kuim kuim helf helf kuim kuim kuim,6,nonword
32050,32050,77,1,C,6,c,543,rege rege rege nijt rege nijt rege,6,nonword
32051,32051,77,0,M,5,c,567,knap knap knap heus heus knap knap,6,word
32052,32052,77,1,C,3,c,581,vold teña vold teña vold vold vold,6,nonword
32053,32053,77,1,M,1,m,527,bied bied bied loon bied bied bied,6,word
32054,32054,77,1,M,6,m,711,boos boos boos arme boos arme boos,6,word
32055,32055,77,1,M,4,m,446,huid huid stom stom huid huid huid,6,word
32056,32056,77,1,M,2,m,704,kent word word kent word word word,6,word
32057,32057,77,1,C,2,c,594,zaas tool tool zaas tool tool tool,6,nonword
32058,32058,77,1,M,6,m,360,trek trek trek gauw trek gauw trek,6,word
32059,32059,77,1,C,7,c,670,poor poor poor namu poor poor namu,6,nonword
32060,32060,77,1,C,1,c,1373,baag baag baag hede baag baag baag,6,nonword
32061,32061,77,1,M,3,m,530,trof adel trof adel trof trof trof,6,word
32062,32062,77,0,C,5,m,819,smik smik smik beed beed smik smik,6,nonword
32063,32063,77,1,M,4,m,675,eind eind trok trok eind eind eind,6,word
32064,32064,77,1,M,3,m,513,stok verf stok verf stok stok stok,6,word
32065,32065,77,1,C,2,c,601,keis palg palg keis palg palg palg,6,nonword
32066,32066,77,1,C,2,c,857,miel jort jort miel jort jort jort,6,nonword
32067,32067,77,1,M,3,m,541,slot uren slot uren slot slot slot,6,word
32068,32068,77,1,M,6,m,479,vlot vlot vlot eend vlot eend vlot,6,word
32069,32069,77,1,M,1,m,591,daad daad daad berg daad daad daad,6,word
32070,32070,77,1,C,7,c,715,icht icht icht vool icht icht vool,6,nonword
32071,32071,77,1,C,3,c,595,druf akse druf akse druf druf druf,6,nonword
32072,32072,77,1,C,4,c,667,puks puks tace tace puks puks puks,6,nonword
32073,32073,77,1,C,5,c,411,wien wien wien zoud zoud wien wien,6,nonword
32074,32074,77,1,M,3,m,460,voel pijn voel pijn voel voel voel,6,word
32075,32075,77,1,C,7,c,644,dalk dalk dalk zies dalk dalk zies,6,nonword
32076,32076,77,1,M,5,m,528,eist eist eist gram gram eist eist,6,word
32077,32077,77,1,C,4,c,509,lool lool tiek tiek lool lool lool,6,nonword
32078,32078,77,1,C,4,c,819,dave dave tuim tuim dave dave dave,6,nonword
32079,32079,77,1,M,5,m,571,taxi taxi taxi lege lege taxi taxi,6,word
32080,32080,77,1,C,4,c,464,rolk rolk nist nist rolk rolk rolk,6,nonword
32081,32081,77,1,C,3,c,687,guvo kape guvo kape guvo guvo guvo,6,nonword
32082,32082,77,1,C,7,c,558,bool bool bool wert bool bool wert,6,nonword
32083,32083,77,1,C,4,c,597,poem poem drak drak poem poem poem,6,nonword
32084,32084,77,1,C,5,c,453,biek biek biek stog stog biek biek,6,nonword
32085,32085,77,0,M,5,c,434,name name name lift lift name name,6,word
32086,32086,77,1,M,2,m,465,sexy truc truc sexy truc truc truc,6,word
32087,32087,77,1,C,3,c,600,meep saal meep saal meep meep meep,6,nonword
32088,32088,77,1,C,4,c,668,buft buft noer noer buft buft buft,6,nonword
32089,32089,77,1,C,4,c,630,gelk gelk foof foof gelk gelk gelk,6,nonword
32090,32090,77,1,C,3,c,523,zaat diel zaat diel zaat zaat zaat,6,nonword
32091,32091,77,1,C,7,c,472,keed keed keed noft keed keed noft,6,nonword
32092,32092,77,1,M,7,m,695,ding ding ding wees ding ding wees,6,word
32093,32093,77,1,C,6,c,1071,dijf dijf dijf zeus dijf zeus dijf,6,nonword
32094,32094,77,1,C,4,c,731,dote dote luip luip dote dote dote,6,nonword
32095,32095,77,1,C,6,c,529,zast zast zast hong zast hong zast,6,nonword
32096,32096,77,1,M,4,m,840,punt punt orde orde punt punt punt,6,word
32097,32097,77,1,M,6,m,796,plat plat plat kies plat kies plat,6,word
32098,32098,77,1,M,3,m,888,rook wens rook wens rook rook rook,6,word
32099,32099,77,1,C,3,c,711,zous vral zous vral zous zous zous,6,nonword
32100,32100,77,1,M,2,m,529,kust woon woon kust woon woon woon,6,word
32101,32101,77,1,M,2,m,789,beet vlag vlag beet vlag vlag vlag,6,word
32102,32102,77,1,M,4,m,789,okay okay zeep zeep okay okay okay,6,word
32103,32103,77,1,C,2,c,802,olen wrag wrag olen wrag wrag wrag,6,nonword
32104,32104,77,0,M,2,c,881,hief trad trad hief trad trad trad,6,word
32105,32105,77,1,M,5,m,484,ford ford ford apen apen ford ford,6,word
32106,32106,77,1,M,3,m,462,waag poes waag poes waag waag waag,6,word
32107,32107,77,1,C,2,c,610,beng tisa tisa beng tisa tisa tisa,6,nonword
32108,32108,77,1,M,3,m,529,snap doel snap doel snap snap snap,6,word
32109,32109,77,1,M,4,m,773,vele vele stop stop vele vele vele,6,word
32110,32110,77,1,M,5,m,491,maat maat maat oren oren maat maat,6,word
32111,32111,77,1,M,5,m,548,gaaf gaaf gaaf cent cent gaaf gaaf,6,word
32112,32112,77,1,C,2,c,726,beem stot stot beem stot stot stot,6,nonword
32113,32113,77,1,M,3,m,679,paal oven paal oven paal paal paal,6,word
32114,32114,77,1,C,5,c,672,goop goop goop isde isde goop goop,6,nonword
32115,32115,77,1,M,5,m,524,volk volk volk raam raam volk volk,6,word
32116,32116,77,1,M,4,m,442,riem riem zulk zulk riem riem riem,6,word
32117,32117,77,1,M,5,m,422,wild wild wild reet reet wild wild,6,word
32118,32118,77,1,C,5,c,630,noed noed noed sauw sauw noed noed,6,nonword
32119,32119,77,1,M,1,m,534,pakt pakt pakt leef pakt pakt pakt,6,word
32120,32120,77,1,M,6,m,535,bond bond bond saai bond saai bond,6,word
32121,32121,77,1,M,2,m,395,tuin rood rood tuin rood rood rood,6,word
32122,32122,77,1,M,7,m,581,foto foto foto ware foto foto ware,6,word
32123,32123,77,1,M,5,m,397,zelf zelf zelf want want zelf zelf,6,word
32124,32124,77,1,M,1,m,445,flat flat flat merk flat flat flat,6,word
32125,32125,77,0,C,1,m,341,aths aths aths woeg aths aths aths,6,nonword
32126,32126,77,1,M,5,m,421,ziek ziek ziek houd houd ziek ziek,6,word
32127,32127,77,1,C,6,c,608,taap taap taap kied taap kied taap,6,nonword
32128,32128,77,1,C,5,c,711,dast dast dast rome rome dast dast,6,nonword
32129,32129,77,0,C,3,m,749,sams elot sams elot sams sams sams,6,nonword
32130,32130,77,1,C,7,c,748,lunk lunk lunk hieg lunk lunk hieg,6,nonword
32131,32131,77,1,M,4,m,493,rang rang koel koel rang rang rang,6,word
32132,32132,77,1,M,1,m,361,raak raak raak lees raak raak raak,6,word
32133,32133,77,1,C,1,c,573,jubs jubs jubs wemt jubs jubs jubs,6,nonword
32134,32134,77,1,C,6,c,615,hust hust hust dran hust dran hust,6,nonword
32135,32135,77,1,C,7,c,511,jafi jafi jafi knes jafi jafi knes,6,nonword
32136,32136,77,1,M,5,m,760,ruit ruit ruit coma coma ruit ruit,6,word
32137,32137,77,0,M,7,c,660,vies vies vies nood vies vies nood,6,word
32138,32138,77,1,C,6,c,578,ilde ilde ilde sont ilde sont ilde,6,nonword
32139,32139,77,1,C,6,c,631,vlom vlom vlom tert vlom tert vlom,6,nonword
32140,32140,77,1,C,7,c,592,daai daai daai spee daai daai spee,6,nonword
32141,32141,77,1,M,7,m,579,hoor hoor hoor eten hoor hoor eten,6,word
32142,32142,77,1,M,1,m,569,ramp ramp ramp hete ramp ramp ramp,6,word
32143,32143,77,1,C,6,c,550,halp halp halp gied halp gied halp,6,nonword
32144,32144,77,1,C,6,c,500,fovo fovo fovo iest fovo iest fovo,6,nonword
32145,32145,77,1,C,2,c,467,bees marg marg bees marg marg marg,6,nonword
32146,32146,77,1,C,5,c,370,sopa sopa sopa drig drig sopa sopa,6,nonword
32147,32147,77,0,M,2,c,555,roem huil huil roem huil huil huil,6,word
32148,32148,77,1,C,1,c,585,daus daus daus teft daus daus daus,6,nonword
32149,32149,77,1,C,1,c,573,onoy onoy onoy trie onoy onoy onoy,6,nonword
32150,32150,77,1,M,6,m,562,meen meen meen aard meen aard meen,6,word
32151,32151,77,1,M,4,m,579,arts arts melk melk arts arts arts,6,word
32152,32152,77,1,C,1,c,576,oyer oyer oyer spap oyer oyer oyer,6,nonword
32153,32153,77,1,C,4,c,573,saar saar mote mote saar saar saar,6,nonword
32154,32154,77,1,M,1,m,485,zwak zwak zwak gele zwak zwak zwak,6,word
32155,32155,77,1,C,1,c,610,tinx tinx tinx goef tinx tinx tinx,6,nonword
32156,32156,77,1,M,1,m,585,hoge hoge hoge papa hoge hoge hoge,6,word
32157,32157,77,1,C,2,c,646,peng miks miks peng miks miks miks,6,nonword
32158,32158,77,1,M,1,m,545,nest nest nest lamp nest nest nest,6,word
32159,32159,77,1,M,6,m,434,redt redt redt knop redt knop redt,6,word
32160,32160,77,0,C,6,m,390,wijm wijm wijm bels wijm bels wijm,6,nonword
32161,32161,77,1,C,5,c,590,tans tans tans piem piem tans tans,6,nonword
32162,32162,77,1,C,7,c,729,wans wans wans vrie wans wans vrie,6,nonword
32163,32163,77,0,C,5,m,526,brop brop brop keuk keuk brop brop,6,nonword
32164,32164,77,1,M,6,m,630,pers pers pers zand pers zand pers,6,word
32165,32165,77,1,M,2,m,591,buit zone zone buit zone zone zone,6,word
32166,32166,77,0,C,3,m,441,wors cini wors cini wors wors wors,6,nonword
32167,32167,77,1,C,2,c,846,stef mang mang stef mang mang mang,6,nonword
32168,32168,77,1,C,7,c,809,kand kand kand woet kand kand woet,6,nonword
32169,32169,77,1,C,4,c,673,nouw nouw alde alde nouw nouw nouw,6,nonword
32170,32170,77,1,C,7,c,505,apos apos apos teet apos apos teet,6,nonword
