,Unnamed: 0.1,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type,target
3689,8082,8082,20,1,M,1,m,550,joch joch joch leid joch joch joch,3,word,leid
3690,8088,8088,20,1,M,1,m,514,eraf eraf eraf gooi eraf eraf eraf,3,word,gooi
3691,8111,8111,20,1,M,1,m,531,trap trap trap hoek trap trap trap,3,word,hoek
3692,8128,8128,20,1,M,1,m,660,punt punt punt orde punt punt punt,3,word,orde
3693,8131,8131,20,1,M,1,m,528,luik luik luik zoen luik luik luik,3,word,zoen
3694,8142,8142,20,1,M,1,m,733,trut trut trut dans trut trut trut,3,word,dans
3695,8166,8166,20,1,M,1,m,546,jurk jurk jurk moed jurk jurk jurk,3,word,moed
3696,8195,8195,20,1,M,1,m,681,slag slag slag doch slag slag slag,3,word,doch
3697,8197,8197,20,1,M,1,m,610,zaad zaad zaad knie zaad zaad zaad,3,word,knie
3698,8217,8217,20,1,M,1,m,554,club club club ster club club club,3,word,ster
3699,8218,8218,20,1,M,1,m,662,ruil ruil ruil mode ruil ruil ruil,3,word,mode
3700,8223,8223,20,1,M,1,m,467,arts arts arts melk arts arts arts,3,word,melk
3701,8225,8225,20,1,M,1,m,444,huid huid huid stom huid huid huid,3,word,stom
3702,8241,8241,20,1,M,1,m,583,dien dien dien bouw dien dien dien,3,word,bouw
3703,8257,8257,20,1,M,1,m,633,jood jood jood late jood jood jood,3,word,late
3704,8262,8262,20,1,M,1,m,521,okay okay okay zeep okay okay okay,3,word,zeep
3705,8267,8267,20,1,M,1,m,605,mits mits mits doek mits mits mits,3,word,doek
3706,8301,8301,20,1,M,1,m,569,mijl mijl mijl zoet mijl mijl mijl,3,word,zoet
3707,8303,8303,20,1,M,1,m,450,zoek zoek zoek film zoek zoek zoek,3,word,film
3708,8305,8305,20,1,M,1,m,461,rent rent rent cola rent rent rent,3,word,cola
3709,8334,8334,20,1,M,1,m,677,jack jack jack dorp jack jack jack,3,word,dorp
3710,8347,8347,20,1,M,1,m,505,rang rang rang koel rang rang rang,3,word,koel
3711,8374,8374,20,1,M,1,m,487,vele vele vele stop vele vele vele,3,word,stop
3712,8382,8382,20,1,M,1,m,637,riem riem riem zulk riem riem riem,3,word,zulk
3713,8395,8395,20,1,M,1,m,581,eind eind eind trok eind eind eind,3,word,trok
3714,8425,8425,21,1,M,7,m,632,kerk kerk kerk mama kerk kerk mama,4,word,mama
3715,8436,8436,21,1,M,7,m,709,bier bier bier stof bier bier stof,4,word,stof
3716,8437,8437,21,1,M,7,m,601,zorg zorg zorg stel zorg zorg stel,4,word,stel
3717,8442,8442,21,1,M,7,m,525,golf golf golf kaas golf golf kaas,4,word,kaas
3718,8459,8459,21,1,M,7,m,616,wolf wolf wolf munt wolf wolf munt,4,word,munt
3719,8469,8469,21,1,M,7,m,546,bord bord bord tent bord bord tent,4,word,tent
3720,8471,8471,21,1,M,7,m,425,gids gids gids vlek gids gids vlek,4,word,vlek
3721,8475,8475,21,1,M,7,m,595,viel viel viel gang viel viel gang,4,word,gang
3722,8477,8477,21,1,M,7,m,595,smal smal smal puin smal smal puin,4,word,puin
3723,8479,8479,21,1,M,7,m,498,vlag vlag vlag beet vlag vlag beet,4,word,beet
3724,8510,8510,21,1,M,7,m,615,vrij vrij vrij zaak vrij vrij zaak,4,word,zaak
3725,8525,8525,21,1,M,7,m,722,word word word kent word word kent,4,word,kent
3726,8571,8571,21,1,M,7,m,583,rood rood rood tuin rood rood tuin,4,word,tuin
3727,8600,8600,21,1,M,7,m,640,truc truc truc sexy truc truc sexy,4,word,sexy
3728,8613,8613,21,1,M,7,m,577,huil huil huil roem huil huil roem,4,word,roem
3729,8621,8621,21,1,M,7,m,674,woon woon woon kust woon woon kust,4,word,kust
3730,8622,8622,21,1,M,7,m,567,boom boom boom duur boom boom duur,4,word,duur
3731,8626,8626,21,1,M,7,m,641,heen heen heen soms heen heen soms,4,word,soms
3732,8640,8640,21,1,M,7,m,570,blij blij blij hart blij blij hart,4,word,hart
3733,8661,8661,21,1,M,7,m,667,zuur zuur zuur aten zuur zuur aten,4,word,aten
3734,8684,8684,21,1,M,7,m,600,klas klas klas geur klas klas geur,4,word,geur
3735,8686,8686,21,1,M,7,m,601,hulp hulp hulp neer hulp hulp neer,4,word,neer
3736,8695,8695,21,1,M,7,m,606,tijd tijd tijd heel tijd tijd heel,4,word,heel
3737,8704,8704,21,1,M,7,m,601,romp romp romp haan romp romp haan,4,word,haan
3738,8716,8716,21,1,M,7,m,470,graf graf graf show graf graf show,4,word,show
3739,8752,8752,21,1,M,7,m,599,rust rust rust vlak rust rust vlak,4,word,vlak
3740,8780,8780,21,1,M,7,m,634,norm norm norm glad norm norm glad,4,word,glad
3741,8416,8416,21,1,M,6,m,689,ruwe ruwe ruwe poos ruwe poos ruwe,4,word,poos
3742,8427,8427,21,1,M,6,m,574,gras gras gras neef gras neef gras,4,word,neef
3743,8468,8468,21,1,M,6,m,566,jong jong jong mate jong mate jong,4,word,mate
3744,8486,8486,21,1,M,6,m,581,doos doos doos rare doos rare doos,4,word,rare
3745,8539,8539,21,1,M,6,m,745,zwak zwak zwak gele zwak gele zwak,4,word,gele
3746,8568,8568,21,1,M,6,m,569,wijf wijf wijf poot wijf poot wijf,4,word,poot
3747,8582,8582,21,1,M,6,m,514,nest nest nest lamp nest lamp nest,4,word,lamp
3748,8594,8594,21,1,M,6,m,637,taal taal taal reis taal reis taal,4,word,reis
3749,8609,8609,21,1,M,6,m,638,juli juli juli test juli test juli,4,word,test
3750,8620,8620,21,1,M,6,m,574,fris fris fris luxe fris luxe fris,4,word,luxe
3751,8645,8645,21,1,M,6,m,608,pret pret pret baai pret baai pret,4,word,baai
3752,8678,8678,21,1,M,6,m,634,nauw nauw nauw pijp nauw pijp nauw,4,word,pijp
3753,8693,8693,21,1,M,6,m,557,hoge hoge hoge papa hoge papa hoge,4,word,papa
3754,8697,8697,21,1,M,6,m,598,ramp ramp ramp hete ramp hete ramp,4,word,hete
3755,8703,8703,21,1,M,6,m,541,doof doof doof heil doof heil doof,4,word,heil
3756,8712,8712,21,1,M,6,m,649,raak raak raak lees raak lees raak,4,word,lees
3757,8717,8717,21,1,M,6,m,586,ruik ruik ruik pols ruik pols ruik,4,word,pols
3758,8742,8742,21,1,M,6,m,587,bied bied bied loon bied loon bied,4,word,loon
3759,8747,8747,21,1,M,6,m,662,ooit ooit ooit leuk ooit leuk ooit,4,word,leuk
3760,8781,8781,21,1,M,6,m,550,erop erop erop half erop half erop,4,word,half
3761,8785,8785,21,1,M,6,m,507,auto auto auto idee auto idee auto,4,word,idee
3762,8787,8787,21,1,M,6,m,544,hand hand hand jouw hand jouw hand,4,word,jouw
3763,8791,8791,21,1,M,6,m,659,mand mand mand roer mand roer mand,4,word,roer
3764,8802,8802,21,1,M,6,m,517,pakt pakt pakt leef pakt leef pakt,4,word,leef
3765,8805,8805,21,1,M,6,m,508,hals hals hals boer hals boer hals,4,word,boer
3766,8806,8806,21,1,M,6,m,595,daad daad daad berg daad berg daad,4,word,berg
3767,8816,8816,21,1,M,6,m,667,flat flat flat merk flat merk flat,4,word,merk
3768,8411,8411,21,1,M,5,m,597,zout zout zout grap grap zout zout,4,word,grap
3769,8413,8413,21,1,M,5,m,645,gast gast gast held held gast gast,4,word,held
3770,8418,8418,21,1,M,5,m,581,slet slet slet mark mark slet slet,4,word,mark
3771,8430,8430,21,1,M,5,m,651,ouwe ouwe ouwe lijk lijk ouwe ouwe,4,word,lijk
3772,8433,8433,21,1,M,5,m,584,grof grof grof duim duim grof grof,4,word,duim
3773,8440,8440,21,1,M,5,m,558,maal maal maal keus keus maal maal,4,word,keus
3774,8458,8458,21,1,M,5,m,601,rest rest rest plan plan rest rest,4,word,plan
3775,8497,8497,21,1,M,5,m,689,goud goud goud leer leer goud goud,4,word,leer
3776,8502,8502,21,1,M,5,m,651,wijn wijn wijn vuur vuur wijn wijn,4,word,vuur
3777,8543,8543,21,1,M,5,m,625,kwam kwam kwam dood dood kwam kwam,4,word,dood
3778,8544,8544,21,1,M,5,m,653,riks riks riks blad blad riks riks,4,word,blad
3779,8552,8552,21,1,M,5,m,607,chef chef chef klap klap chef chef,4,word,klap
3780,8560,8560,21,1,M,5,m,589,baan baan baan kort kort baan baan,4,word,kort
3781,8573,8573,21,1,M,5,m,705,lijf lijf lijf mede mede lijf lijf,4,word,mede
3782,8633,8633,21,1,M,5,m,594,toon toon toon kalm kalm toon toon,4,word,kalm
3783,8635,8635,21,1,M,5,m,643,muur muur muur ziel ziel muur muur,4,word,ziel
3784,8647,8647,21,1,M,5,m,655,ding ding ding wees wees ding ding,4,word,wees
3785,8650,8650,21,1,M,5,m,543,riep riep riep hoog hoog riep riep,4,word,hoog
3786,8657,8657,21,1,M,5,m,558,ezel ezel ezel muis muis ezel ezel,4,word,muis
3787,8672,8672,21,1,M,5,m,768,baby baby baby loop loop baby baby,4,word,loop
3788,8679,8679,21,1,M,5,m,519,vaak vaak vaak zeer zeer vaak vaak,4,word,zeer
3789,8685,8685,21,1,M,5,m,639,hang hang hang dure dure hang hang,4,word,dure
3790,8715,8715,21,1,M,5,m,693,boot boot boot enig enig boot boot,4,word,enig
3791,8732,8732,21,1,M,5,m,736,vies vies vies nood nood vies vies,4,word,nood
3792,8757,8757,21,1,M,5,m,566,voeg voeg voeg pijl pijl voeg voeg,4,word,pijl
3793,8761,8761,21,1,M,5,m,443,zaal zaal zaal bron bron zaal zaal,4,word,bron
3794,8402,8402,21,1,M,4,m,612,dode dode ruim ruim dode dode dode,4,word,ruim
3795,8407,8407,21,1,M,4,m,772,pers pers zand zand pers pers pers,4,word,zand
3796,8409,8409,21,1,M,4,m,578,staf staf klok klok staf staf staf,4,word,klok
3797,8444,8444,21,1,M,4,m,551,boos boos arme arme boos boos boos,4,word,arme
3798,8450,8450,21,1,M,4,m,550,koor koor bijt bijt koor koor koor,4,word,bijt
3799,8456,8456,21,1,M,4,m,679,bood bood vage vage bood bood bood,4,word,vage
3800,8472,8472,21,1,M,4,m,475,band band slim slim band band band,4,word,slim
3801,8480,8480,21,1,M,4,m,595,dief dief klus klus dief dief dief,4,word,klus
3802,8507,8507,21,1,M,4,m,579,café café huur huur café café café,4,word,huur
3803,8509,8509,21,1,M,4,m,674,bond bond saai saai bond bond bond,4,word,saai
3804,8518,8518,21,1,M,4,m,674,trek trek gauw gauw trek trek trek,4,word,gauw
3805,8529,8529,21,1,M,4,m,506,plat plat kies kies plat plat plat,4,word,kies
3806,8579,8579,21,1,M,4,m,515,pond pond vuil vuil pond pond pond,4,word,vuil
3807,8587,8587,21,1,M,4,m,563,past past volg volg past past past,4,word,volg
3808,8614,8614,21,1,M,4,m,627,vlug vlug adem adem vlug vlug vlug,4,word,adem
3809,8644,8644,21,1,M,4,m,439,redt redt knop knop redt redt redt,4,word,knop
3810,8654,8654,21,1,M,4,m,563,wolk wolk vest vest wolk wolk wolk,4,word,vest
3811,8675,8675,21,1,M,4,m,748,meen meen aard aard meen meen meen,4,word,aard
3812,8680,8680,21,1,M,4,m,453,touw touw brak brak touw touw touw,4,word,brak
3813,8692,8692,21,1,M,4,m,559,raar raar hing hing raar raar raar,4,word,hing
3814,8721,8721,21,1,M,4,m,558,lach lach boog boog lach lach lach,4,word,boog
3815,8726,8726,21,1,M,4,m,586,keel keel tong tong keel keel keel,4,word,tong
3816,8744,8744,21,1,M,4,m,562,blik blik rode rode blik blik blik,4,word,rode
3817,8762,8762,21,1,M,4,m,522,mond mond stuk stuk mond mond mond,4,word,stuk
3818,8776,8776,21,1,M,4,m,498,rijd rijd tank tank rijd rijd rijd,4,word,tank
3819,8778,8778,21,1,M,4,m,640,vlot vlot eend eend vlot vlot vlot,4,word,eend
3820,8819,8819,21,1,M,4,m,818,geld geld wist wist geld geld geld,4,word,wist
3821,8400,8400,21,1,M,3,m,659,knul erom knul erom knul knul knul,4,word,erom
3822,8439,8439,21,1,M,3,m,460,laag dier laag dier laag laag laag,4,word,dier
3823,8457,8457,21,1,M,3,m,520,ruit coma ruit coma ruit ruit ruit,4,word,coma
3824,8490,8490,21,1,M,3,m,573,ford apen ford apen ford ford ford,4,word,apen
3825,8499,8499,21,1,M,3,m,766,gaaf cent gaaf cent gaaf gaaf gaaf,4,word,cent
3826,8523,8523,21,1,M,3,m,585,gans klem gans klem gans gans gans,4,word,klem
3827,8536,8536,21,1,M,3,m,731,knap heus knap heus knap knap knap,4,word,heus
3828,8549,8549,21,1,M,3,m,680,kamp olie kamp olie kamp kamp kamp,4,word,olie
3829,8555,8555,21,1,M,3,m,515,taxi lege taxi lege taxi taxi taxi,4,word,lege
3830,8558,8558,21,1,M,3,m,706,borg tand borg tand borg borg borg,4,word,tand
3831,8567,8567,21,1,M,3,m,686,boze wand boze wand boze boze boze,4,word,wand
3832,8576,8576,21,1,M,3,m,516,zelf want zelf want zelf zelf zelf,4,word,want
3833,8581,8581,21,1,M,3,m,428,enge tram enge tram enge enge enge,4,word,tram
3834,8616,8616,21,1,M,3,m,509,neen bril neen bril neen neen neen,4,word,bril
3835,8646,8646,21,1,M,3,m,447,wind taak wind taak wind wind wind,4,word,taak
3836,8667,8667,21,1,M,3,m,681,eist gram eist gram eist eist eist,4,word,gram
3837,8670,8670,21,1,M,3,m,571,volk raam volk raam volk volk volk,4,word,raam
3838,8688,8688,21,1,M,3,m,437,lied post lied post lied lied lied,4,word,post
3839,8698,8698,21,1,M,3,m,658,maat oren maat oren maat maat maat,4,word,oren
3840,8718,8718,21,1,M,3,m,513,name lift name lift name name name,4,word,lift
3841,8720,8720,21,1,M,3,m,530,rijp knal rijp knal rijp rijp rijp,4,word,knal
3842,8727,8727,21,1,M,3,m,574,dame lukt dame lukt dame dame dame,4,word,lukt
3843,8729,8729,21,1,M,3,m,573,koos rede koos rede koos koos koos,4,word,rede
3844,8736,8736,21,1,M,3,m,582,wild reet wild reet wild wild wild,4,word,reet
3845,8758,8758,21,1,M,3,m,558,durf lage durf lage durf durf durf,4,word,lage
3846,8765,8765,21,1,M,3,m,614,rock bijl rock bijl rock rock rock,4,word,bijl
3847,8769,8769,21,1,M,3,m,502,data ober data ober data data data,4,word,ober
3848,8801,8801,21,1,M,3,m,550,buik rand buik rand buik buik buik,4,word,rand
3849,8808,8808,21,1,M,3,m,686,eeuw stap eeuw stap eeuw eeuw eeuw,4,word,stap
3850,8810,8810,21,1,M,3,m,593,ziek houd ziek houd ziek ziek ziek,4,word,houd
3851,8419,8419,21,1,M,2,m,565,orde punt punt orde punt punt punt,4,word,orde
3852,8420,8420,21,1,M,2,m,524,hoek trap trap hoek trap trap trap,4,word,hoek
3853,8438,8438,21,1,M,2,m,585,cola rent rent cola rent rent rent,4,word,cola
3854,8443,8443,21,1,M,2,m,554,doek mits mits doek mits mits mits,4,word,doek
3855,8446,8446,21,1,M,2,m,472,dans trut trut dans trut trut trut,4,word,dans
3856,8451,8451,21,1,M,2,m,723,late jood jood late jood jood jood,4,word,late
3857,8453,8453,21,1,M,2,m,572,bouw dien dien bouw dien dien dien,4,word,bouw
3858,8465,8465,21,1,M,2,m,915,wilt ogen ogen wilt ogen ogen ogen,4,word,wilt
3859,8484,8484,21,1,M,2,m,607,mode ruil ruil mode ruil ruil ruil,4,word,mode
3860,8527,8527,21,1,M,2,m,551,koel rang rang koel rang rang rang,4,word,koel
3861,8537,8537,21,1,M,2,m,622,zoet mijl mijl zoet mijl mijl mijl,4,word,zoet
3862,8578,8578,21,1,M,2,m,617,stop vele vele stop vele vele vele,4,word,stop
3863,8596,8596,21,1,M,2,m,901,film zoek zoek film zoek zoek zoek,4,word,film
3864,8603,8603,21,1,M,2,m,512,moed jurk jurk moed jurk jurk jurk,4,word,moed
3865,8611,8611,21,1,M,2,m,600,stom huid huid stom huid huid huid,4,word,stom
3866,8617,8617,21,1,M,2,m,637,kern plus plus kern plus plus plus,4,word,kern
3867,8619,8619,21,1,M,2,m,644,kale grot grot kale grot grot grot,4,word,kale
3868,8649,8649,21,1,M,2,m,649,zeep okay okay zeep okay okay okay,4,word,zeep
3869,8687,8687,21,1,M,2,m,566,zoen luik luik zoen luik luik luik,4,word,zoen
3870,8745,8745,21,1,M,2,m,582,knie zaad zaad knie zaad zaad zaad,4,word,knie
3871,8756,8756,21,1,M,2,m,903,doch slag slag doch slag slag slag,4,word,doch
3872,8760,8760,21,1,M,2,m,600,trok eind eind trok eind eind eind,4,word,trok
3873,8784,8784,21,1,M,2,m,559,melk arts arts melk arts arts arts,4,word,melk
3874,8794,8794,21,1,M,2,m,685,fase wint wint fase wint wint wint,4,word,fase
3875,8799,8799,21,1,M,2,m,984,ster club club ster club club club,4,word,ster
3876,8800,8800,21,1,M,2,m,611,tape klom klom tape klom klom klom,4,word,tape
3877,8804,8804,21,1,M,2,m,490,dorp jack jack dorp jack jack jack,4,word,dorp
3878,8426,8426,21,1,M,1,m,571,deel deel deel vijf deel deel deel,4,word,vijf
3879,8463,8463,21,1,M,1,m,568,paal paal paal oven paal paal paal,4,word,oven
3880,8470,8470,21,1,M,1,m,478,dook dook dook pech dook dook dook,4,word,pech
3881,8482,8482,21,1,M,1,m,620,voet voet voet lijn voet voet voet,4,word,lijn
3882,8516,8516,21,1,M,1,m,591,leeg leeg leeg kost leeg leeg leeg,4,word,kost
3883,8517,8517,21,1,M,1,m,541,voel voel voel pijn voel voel voel,4,word,pijn
3884,8524,8524,21,1,M,1,m,582,liep liep liep kans liep liep liep,4,word,kans
3885,8559,8559,21,1,M,1,m,633,maan maan maan reed maan maan maan,4,word,reed
3886,8580,8580,21,1,M,1,m,436,been been been shit been been been,4,word,shit
3887,8583,8583,21,1,M,1,m,471,luid luid luid voer luid luid luid,4,word,voer
3888,8602,8602,21,1,M,1,m,588,haak haak haak uien haak haak haak,4,word,uien
3889,8606,8606,21,1,M,1,m,787,rook rook rook wens rook rook rook,4,word,wens
3890,8623,8623,21,1,M,1,m,541,waag waag waag poes waag waag waag,4,word,poes
3891,8627,8627,21,1,M,1,m,553,koud koud koud lief koud koud koud,4,word,lief
3892,8655,8655,21,1,M,1,m,561,kast kast kast roze kast kast kast,4,word,roze
3893,8702,8702,21,1,M,1,m,590,raad raad raad fout raad raad raad,4,word,fout
3894,8706,8706,21,1,M,1,m,501,druk druk druk stem druk druk druk,4,word,stem
3895,8709,8709,21,1,M,1,m,697,stok stok stok verf stok stok stok,4,word,verf
3896,8728,8728,21,1,M,1,m,653,pest pest pest blok pest pest pest,4,word,blok
3897,8737,8737,21,1,M,1,m,635,spul spul spul hoed spul spul spul,4,word,hoed
3898,8740,8740,21,1,M,1,m,746,noch noch noch warm noch noch noch,4,word,warm
3899,8746,8746,21,1,M,1,m,596,kilo kilo kilo vers kilo kilo kilo,4,word,vers
3900,8751,8751,21,1,M,1,m,699,gold gold gold heks gold gold gold,4,word,heks
3901,8754,8754,21,1,M,1,m,580,trof trof trof adel trof trof trof,4,word,adel
3902,8766,8766,21,1,M,1,m,559,slok slok slok chip slok slok slok,4,word,chip
3903,8770,8770,21,1,M,1,m,527,snap snap snap doel snap snap snap,4,word,doel
3904,8789,8789,21,1,M,1,m,533,baas baas baas heer baas baas baas,4,word,heer
3905,8795,8795,21,1,M,1,m,741,wijs wijs wijs deal wijs wijs wijs,4,word,deal
3906,8796,8796,21,1,M,1,m,403,koop koop koop legt koop koop koop,4,word,legt
3907,8798,8798,21,1,M,1,m,576,slot slot slot uren slot slot slot,4,word,uren
3908,8823,8823,22,1,M,7,m,512,ruik ruik ruik pols ruik ruik pols,5,word,pols
3909,8836,8836,22,1,M,7,m,509,pakt pakt pakt leef pakt pakt leef,5,word,leef
3910,8839,8839,22,1,M,7,m,545,ramp ramp ramp hete ramp ramp hete,5,word,hete
3911,8846,8846,22,1,M,7,m,623,hals hals hals boer hals hals boer,5,word,boer
3912,8902,8902,22,1,M,7,m,641,taal taal taal reis taal taal reis,5,word,reis
3913,8928,8928,22,1,M,7,m,580,doos doos doos rare doos doos rare,5,word,rare
3914,8933,8933,22,1,M,7,m,572,juli juli juli test juli juli test,5,word,test
3915,8937,8937,22,1,M,7,m,711,ooit ooit ooit leuk ooit ooit leuk,5,word,leuk
3916,8945,8945,22,1,M,7,m,488,daad daad daad berg daad daad berg,5,word,berg
3917,8947,8947,22,1,M,7,m,664,doof doof doof heil doof doof heil,5,word,heil
3918,8955,8955,22,1,M,7,m,580,mand mand mand roer mand mand roer,5,word,roer
3919,8972,8972,22,1,M,7,m,830,zwak zwak zwak gele zwak zwak gele,5,word,gele
3920,8975,8975,22,1,M,7,m,634,bied bied bied loon bied bied loon,5,word,loon
3921,8979,8979,22,1,M,7,m,739,fris fris fris luxe fris fris luxe,5,word,luxe
3922,8981,8981,22,1,M,7,m,551,woud woud woud jeep woud woud jeep,5,word,jeep
3923,9023,9023,22,1,M,7,m,617,hand hand hand jouw hand hand jouw,5,word,jouw
3924,9033,9033,22,1,M,7,m,558,nauw nauw nauw pijp nauw nauw pijp,5,word,pijp
3925,9069,9069,22,1,M,7,m,595,flat flat flat merk flat flat merk,5,word,merk
3926,9094,9094,22,1,M,7,m,747,jong jong jong mate jong jong mate,5,word,mate
3927,9129,9129,22,1,M,7,m,649,dolf dolf dolf miss dolf dolf miss,5,word,miss
3928,9140,9140,22,1,M,7,m,737,raak raak raak lees raak raak lees,5,word,lees
3929,9145,9145,22,1,M,7,m,587,hoge hoge hoge papa hoge hoge papa,5,word,papa
3930,9153,9153,22,1,M,7,m,580,erop erop erop half erop erop half,5,word,half
3931,9166,9166,22,1,M,7,m,673,homo homo homo vals homo homo vals,5,word,vals
3932,9168,9168,22,1,M,7,m,536,nest nest nest lamp nest nest lamp,5,word,lamp
3933,9207,9207,22,1,M,7,m,797,wijf wijf wijf poot wijf wijf poot,5,word,poot
3934,9218,9218,22,1,M,7,m,632,ruwe ruwe ruwe poos ruwe ruwe poos,5,word,poos
3935,9228,9228,22,1,M,7,m,581,auto auto auto idee auto auto idee,5,word,idee
3936,8826,8826,22,1,M,6,m,579,goud goud goud leer goud leer goud,5,word,leer
3937,8852,8852,22,1,M,6,m,581,kwam kwam kwam dood kwam dood kwam,5,word,dood
3938,8860,8860,22,1,M,6,m,579,muur muur muur ziel muur ziel muur,5,word,ziel
3939,8876,8876,22,1,M,6,m,602,lijf lijf lijf mede lijf mede lijf,5,word,mede
3940,8885,8885,22,1,M,6,m,693,toon toon toon kalm toon kalm toon,5,word,kalm
3941,8887,8887,22,1,M,6,m,812,zaal zaal zaal bron zaal bron zaal,5,word,bron
3942,8911,8911,22,1,M,6,m,912,fort fort fort high fort high fort,5,word,high
3943,8926,8926,22,1,M,6,m,600,slet slet slet mark slet mark slet,5,word,mark
3944,8927,8927,22,1,M,6,m,888,foto foto foto ware foto ware foto,5,word,ware
3945,8957,8957,22,1,M,6,m,613,rest rest rest plan rest plan rest,5,word,plan
3946,8982,8982,22,1,M,6,m,568,wijn wijn wijn vuur wijn vuur wijn,5,word,vuur
3947,8987,8987,22,1,M,6,m,559,maal maal maal keus maal keus maal,5,word,keus
3948,8990,8990,22,1,M,6,m,619,baan baan baan kort baan kort baan,5,word,kort
3949,9048,9048,22,1,M,6,m,644,ouwe ouwe ouwe lijk ouwe lijk ouwe,5,word,lijk
3950,9055,9055,22,1,M,6,m,605,hang hang hang dure hang dure hang,5,word,dure
3951,9056,9056,22,1,M,6,m,609,ding ding ding wees ding wees ding,5,word,wees
3952,9076,9076,22,1,M,6,m,691,voeg voeg voeg pijl voeg pijl voeg,5,word,pijl
3953,9093,9093,22,1,M,6,m,535,vies vies vies nood vies nood vies,5,word,nood
3954,9108,9108,22,1,M,6,m,552,gast gast gast held gast held gast,5,word,held
3955,9114,9114,22,1,M,6,m,595,baby baby baby loop baby loop baby,5,word,loop
3956,9130,9130,22,1,M,6,m,669,riks riks riks blad riks blad riks,5,word,blad
3957,9131,9131,22,1,M,6,m,676,grof grof grof duim grof duim grof,5,word,duim
3958,9161,9161,22,1,M,6,m,776,vaak vaak vaak zeer vaak zeer vaak,5,word,zeer
3959,9167,9167,22,1,M,6,m,554,hoor hoor hoor eten hoor eten hoor,5,word,eten
3960,9182,9182,22,1,M,6,m,639,chef chef chef klap chef klap chef,5,word,klap
3961,9202,9202,22,1,M,6,m,608,ezel ezel ezel muis ezel muis ezel,5,word,muis
3962,9238,9238,22,1,M,6,m,640,riep riep riep hoog riep hoog riep,5,word,hoog
3963,8820,8820,22,1,M,5,m,626,redt redt redt knop knop redt redt,5,word,knop
3964,8828,8828,22,1,M,5,m,511,plat plat plat kies kies plat plat,5,word,kies
3965,8855,8855,22,1,M,5,m,541,bond bond bond saai saai bond bond,5,word,saai
3966,8907,8907,22,1,M,5,m,608,dief dief dief klus klus dief dief,5,word,klus
3967,8912,8912,22,1,M,5,m,731,wolk wolk wolk vest vest wolk wolk,5,word,vest
3968,8925,8925,22,1,M,5,m,641,geld geld geld wist wist geld geld,5,word,wist
3969,8935,8935,22,1,M,5,m,743,boos boos boos arme arme boos boos,5,word,arme
3970,8938,8938,22,1,M,5,m,508,koor koor koor bijt bijt koor koor,5,word,bijt
3971,8963,8963,22,1,M,5,m,863,bood bood bood vage vage bood bood,5,word,vage
3972,8969,8969,22,1,M,5,m,730,gene gene gene lord lord gene gene,5,word,lord
3973,8971,8971,22,1,M,5,m,690,lach lach lach boog boog lach lach,5,word,boog
3974,9025,9025,22,1,M,5,m,562,rijd rijd rijd tank tank rijd rijd,5,word,tank
3975,9028,9028,22,1,M,5,m,639,city city city poen poen city city,5,word,poen
3976,9039,9039,22,1,M,5,m,598,vlot vlot vlot eend eend vlot vlot,5,word,eend
3977,9067,9067,22,1,M,5,m,578,past past past volg volg past past,5,word,volg
3978,9078,9078,22,1,M,5,m,606,café café café huur huur café café,5,word,huur
3979,9123,9123,22,1,M,5,m,500,keel keel keel tong tong keel keel,5,word,tong
3980,9133,9133,22,1,M,5,m,630,dode dode dode ruim ruim dode dode,5,word,ruim
3981,9160,9160,22,1,M,5,m,572,blik blik blik rode rode blik blik,5,word,rode
3982,9164,9164,22,1,M,5,m,562,pers pers pers zand zand pers pers,5,word,zand
3983,9172,9172,22,1,M,5,m,600,pond pond pond vuil vuil pond pond,5,word,vuil
3984,9178,9178,22,1,M,5,m,624,raar raar raar hing hing raar raar,5,word,hing
3985,9183,9183,22,1,M,5,m,559,mond mond mond stuk stuk mond mond,5,word,stuk
3986,9233,9233,22,1,M,5,m,685,band band band slim slim band band,5,word,slim
3987,9235,9235,22,1,M,5,m,621,trek trek trek gauw gauw trek trek,5,word,gauw
3988,9236,9236,22,1,M,5,m,568,staf staf staf klok klok staf staf,5,word,klok
3989,9237,9237,22,1,M,5,m,669,meen meen meen aard aard meen meen,5,word,aard
3990,8838,8838,22,1,M,4,m,645,ruit ruit coma coma ruit ruit ruit,5,word,coma
3991,8862,8862,22,1,M,4,m,576,gaaf gaaf cent cent gaaf gaaf gaaf,5,word,cent
3992,8865,8865,22,1,M,4,m,623,maat maat oren oren maat maat maat,5,word,oren
3993,8874,8874,22,1,M,4,m,628,kamp kamp olie olie kamp kamp kamp,5,word,olie
3994,8880,8880,22,1,M,4,m,549,rijp rijp knal knal rijp rijp rijp,5,word,knal
3995,8889,8889,22,1,M,4,m,619,knap knap heus heus knap knap knap,5,word,heus
3996,8890,8890,22,1,M,4,m,646,ford ford apen apen ford ford ford,5,word,apen
3997,8906,8906,22,1,M,4,m,583,eist eist gram gram eist eist eist,5,word,gram
3998,8941,8941,22,1,M,4,m,663,neen neen bril bril neen neen neen,5,word,bril
3999,8964,8964,22,1,M,4,m,715,knul knul erom erom knul knul knul,5,word,erom
