,Unnamed: 0.1,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type,target
0,4,4,1,1,M,7,m,641,grof grof grof duim grof grof duim,6,word,duim
1,6,6,1,1,M,7,m,564,vies vies vies nood vies vies nood,6,word,nood
2,69,69,1,1,M,7,m,651,toon toon toon kalm toon toon kalm,6,word,kalm
3,106,106,1,1,M,7,m,503,ding ding ding wees ding ding wees,6,word,wees
4,110,110,1,1,M,7,m,545,goud goud goud leer goud goud leer,6,word,leer
5,127,127,1,1,M,7,m,767,maal maal maal keus maal maal keus,6,word,keus
6,143,143,1,1,M,7,m,684,slet slet slet mark slet slet mark,6,word,mark
7,158,158,1,1,M,7,m,642,lijf lijf lijf mede lijf lijf mede,6,word,mede
8,178,178,1,1,M,7,m,577,ezel ezel ezel muis ezel ezel muis,6,word,muis
9,206,206,1,1,M,7,m,510,kwam kwam kwam dood kwam kwam dood,6,word,dood
10,223,223,1,1,M,7,m,774,fort fort fort high fort fort high,6,word,high
11,235,235,1,1,M,7,m,493,voeg voeg voeg pijl voeg voeg pijl,6,word,pijl
12,245,245,1,1,M,7,m,483,zaal zaal zaal bron zaal zaal bron,6,word,bron
13,249,249,1,1,M,7,m,723,foto foto foto ware foto foto ware,6,word,ware
14,255,255,1,1,M,7,m,583,baby baby baby loop baby baby loop,6,word,loop
15,278,278,1,1,M,7,m,494,rest rest rest plan rest rest plan,6,word,plan
16,287,287,1,1,M,7,m,750,muur muur muur ziel muur muur ziel,6,word,ziel
17,292,292,1,1,M,7,m,545,maak maak maak oude maak maak oude,6,word,oude
18,309,309,1,1,M,7,m,521,vaak vaak vaak zeer vaak vaak zeer,6,word,zeer
19,316,316,1,1,M,7,m,529,ouwe ouwe ouwe lijk ouwe ouwe lijk,6,word,lijk
20,326,326,1,1,M,7,m,664,zout zout zout grap zout zout grap,6,word,grap
21,332,332,1,1,M,7,m,589,riks riks riks blad riks riks blad,6,word,blad
22,337,337,1,1,M,7,m,751,hang hang hang dure hang hang dure,6,word,dure
23,355,355,1,1,M,7,m,498,hoor hoor hoor eten hoor hoor eten,6,word,eten
24,377,377,1,1,M,7,m,547,gast gast gast held gast gast held,6,word,held
25,379,379,1,1,M,7,m,588,riep riep riep hoog riep riep hoog,6,word,hoog
26,382,382,1,1,M,7,m,497,baan baan baan kort baan baan kort,6,word,kort
27,391,391,1,1,M,7,m,590,boot boot boot enig boot boot enig,6,word,enig
28,395,395,1,1,M,7,m,541,chef chef chef klap chef chef klap,6,word,klap
29,396,396,1,1,M,7,m,494,wijn wijn wijn vuur wijn wijn vuur,6,word,vuur
30,8,8,1,1,M,6,m,504,staf staf staf klok staf klok staf,6,word,klok
31,32,32,1,1,M,6,m,527,lach lach lach boog lach boog lach,6,word,boog
32,49,49,1,1,M,6,m,575,koor koor koor bijt koor bijt koor,6,word,bijt
33,67,67,1,1,M,6,m,731,mouw mouw mouw race mouw race mouw,6,word,race
34,81,81,1,1,M,6,m,531,bond bond bond saai bond saai bond,6,word,saai
35,89,89,1,1,M,6,m,576,vlot vlot vlot eend vlot eend vlot,6,word,eend
36,94,94,1,1,M,6,m,483,vlug vlug vlug adem vlug adem vlug,6,word,adem
37,95,95,1,1,M,6,m,504,café café café huur café huur café,6,word,huur
38,111,111,1,1,M,6,m,520,trek trek trek gauw trek gauw trek,6,word,gauw
39,131,131,1,1,M,6,m,590,city city city poen city poen city,6,word,poen
40,135,135,1,1,M,6,m,645,band band band slim band slim band,6,word,slim
41,177,177,1,1,M,6,m,541,past past past volg past volg past,6,word,volg
42,215,215,1,1,M,6,m,566,dief dief dief klus dief klus dief,6,word,klus
43,253,253,1,1,M,6,m,556,plat plat plat kies plat kies plat,6,word,kies
44,266,266,1,1,M,6,m,497,mond mond mond stuk mond stuk mond,6,word,stuk
45,267,267,1,1,M,6,m,485,meen meen meen aard meen aard meen,6,word,aard
46,296,296,1,1,M,6,m,521,dode dode dode ruim dode ruim dode,6,word,ruim
47,297,297,1,1,M,6,m,466,boos boos boos arme boos arme boos,6,word,arme
48,308,308,1,1,M,6,m,555,keel keel keel tong keel tong keel,6,word,tong
49,318,318,1,1,M,6,m,522,redt redt redt knop redt knop redt,6,word,knop
50,338,338,1,1,M,6,m,510,blik blik blik rode blik rode blik,6,word,rode
51,343,343,1,1,M,6,m,618,pers pers pers zand pers zand pers,6,word,zand
52,363,363,1,1,M,6,m,635,touw touw touw brak touw brak touw,6,word,brak
53,398,398,1,1,M,6,m,467,pond pond pond vuil pond vuil pond,6,word,vuil
54,3,3,1,1,M,5,m,739,wind wind wind taak taak wind wind,6,word,taak
55,25,25,1,1,M,5,m,702,borg borg borg tand tand borg borg,6,word,tand
56,62,62,1,1,M,5,m,526,volk volk volk raam raam volk volk,6,word,raam
57,76,76,1,1,M,5,m,575,laag laag laag dier dier laag laag,6,word,dier
58,82,82,1,1,M,5,m,695,eist eist eist gram gram eist eist,6,word,gram
59,104,104,1,1,M,5,m,680,ruit ruit ruit coma coma ruit ruit,6,word,coma
60,114,114,1,1,M,5,m,671,data data data ober ober data data,6,word,ober
61,129,129,1,1,M,5,m,605,ford ford ford apen apen ford ford,6,word,apen
62,153,153,1,1,M,5,m,667,gans gans gans klem klem gans gans,6,word,klem
63,156,156,1,1,M,5,m,715,wild wild wild reet reet wild wild,6,word,reet
64,166,166,1,1,M,5,m,734,boze boze boze wand wand boze boze,6,word,wand
65,185,185,1,1,M,5,m,611,name name name lift lift name name,6,word,lift
66,189,189,1,1,M,5,m,519,dame dame dame lukt lukt dame dame,6,word,lukt
67,194,194,1,1,M,5,m,646,kamp kamp kamp olie olie kamp kamp,6,word,olie
68,216,216,1,1,M,5,m,689,taxi taxi taxi lege lege taxi taxi,6,word,lege
69,239,239,1,1,M,5,m,523,lied lied lied post post lied lied,6,word,post
70,256,256,1,1,M,5,m,562,rock rock rock bijl bijl rock rock,6,word,bijl
71,261,261,1,1,M,5,m,851,maat maat maat oren oren maat maat,6,word,oren
72,281,281,1,1,M,5,m,601,rijp rijp rijp knal knal rijp rijp,6,word,knal
73,333,333,1,1,M,5,m,966,koos koos koos rede rede koos koos,6,word,rede
74,334,334,1,1,M,5,m,956,knul knul knul erom erom knul knul,6,word,erom
75,353,353,1,1,M,5,m,506,gaaf gaaf gaaf cent cent gaaf gaaf,6,word,cent
76,359,359,1,1,M,5,m,585,knap knap knap heus heus knap knap,6,word,heus
77,367,367,1,1,M,5,m,607,zelf zelf zelf want want zelf zelf,6,word,want
78,368,368,1,1,M,5,m,475,neen neen neen bril bril neen neen,6,word,bril
79,370,370,1,1,M,5,m,574,durf durf durf lage lage durf durf,6,word,lage
80,378,378,1,1,M,5,m,524,enge enge enge tram tram enge enge,6,word,tram
81,399,399,1,1,M,5,m,694,buik buik buik rand rand buik buik,6,word,rand
82,37,37,1,1,M,4,m,837,mijl mijl zoet zoet mijl mijl mijl,6,word,zoet
83,74,74,1,1,M,4,m,593,rent rent cola cola rent rent rent,6,word,cola
84,90,90,1,1,M,4,m,668,grot grot kale kale grot grot grot,6,word,kale
85,119,119,1,1,M,4,m,556,trap trap hoek hoek trap trap trap,6,word,hoek
86,147,147,1,1,M,4,m,553,arts arts melk melk arts arts arts,6,word,melk
87,149,149,1,1,M,4,m,630,ogen ogen wilt wilt ogen ogen ogen,6,word,wilt
88,157,157,1,1,M,4,m,589,punt punt orde orde punt punt punt,6,word,orde
89,168,168,1,1,M,4,m,744,jurk jurk moed moed jurk jurk jurk,6,word,moed
90,190,190,1,1,M,4,m,802,plus plus kern kern plus plus plus,6,word,kern
91,221,221,1,1,M,4,m,517,huid huid stom stom huid huid huid,6,word,stom
92,230,230,1,1,M,4,m,580,rang rang koel koel rang rang rang,6,word,koel
93,243,243,1,1,M,4,m,470,luik luik zoen zoen luik luik luik,6,word,zoen
94,244,244,1,1,M,4,m,506,eraf eraf gooi gooi eraf eraf eraf,6,word,gooi
95,250,250,1,1,M,4,m,538,riem riem zulk zulk riem riem riem,6,word,zulk
96,269,269,1,1,M,4,m,554,jood jood late late jood jood jood,6,word,late
97,295,295,1,1,M,4,m,510,vele vele stop stop vele vele vele,6,word,stop
98,300,300,1,1,M,4,m,467,zoek zoek film film zoek zoek zoek,6,word,film
99,313,313,1,1,M,4,m,650,club club ster ster club club club,6,word,ster
100,328,328,1,1,M,4,m,599,okay okay zeep zeep okay okay okay,6,word,zeep
101,358,358,1,1,M,4,m,574,jack jack dorp dorp jack jack jack,6,word,dorp
102,375,375,1,1,M,4,m,596,dien dien bouw bouw dien dien dien,6,word,bouw
103,380,380,1,1,M,4,m,527,zaad zaad knie knie zaad zaad zaad,6,word,knie
104,387,387,1,1,M,4,m,757,ruil ruil mode mode ruil ruil ruil,6,word,mode
105,400,400,1,1,M,4,m,650,eind eind trok trok eind eind eind,6,word,trok
106,416,416,1,1,M,4,m,674,mits mits doek doek mits mits mits,6,word,doek
107,1,1,1,1,M,3,m,422,kast roze kast roze kast kast kast,6,word,roze
108,16,16,1,1,M,3,m,755,haak uien haak uien haak haak haak,6,word,uien
109,21,21,1,1,M,3,m,763,koud lief koud lief koud koud koud,6,word,lief
110,42,42,1,1,M,3,m,773,leeg kost leeg kost leeg leeg leeg,6,word,kost
111,54,54,1,1,M,3,m,651,kilo vers kilo vers kilo kilo kilo,6,word,vers
112,58,58,1,1,M,3,m,643,rook wens rook wens rook rook rook,6,word,wens
113,103,103,1,1,M,3,m,548,paal oven paal oven paal paal paal,6,word,oven
114,108,108,1,1,M,3,m,602,pest blok pest blok pest pest pest,6,word,blok
115,120,120,1,1,M,3,m,559,baas heer baas heer baas baas baas,6,word,heer
116,176,176,1,1,M,3,m,583,gold heks gold heks gold gold gold,6,word,heks
117,179,179,1,1,M,3,m,620,luid voer luid voer luid luid luid,6,word,voer
118,186,186,1,1,M,3,m,632,been shit been shit been been been,6,word,shit
119,188,188,1,1,M,3,m,554,dook pech dook pech dook dook dook,6,word,pech
120,197,197,1,1,M,3,m,612,druk stem druk stem druk druk druk,6,word,stem
121,217,217,1,1,M,3,m,530,voel pijn voel pijn voel voel voel,6,word,pijn
122,220,220,1,1,M,3,m,520,slot uren slot uren slot slot slot,6,word,uren
123,248,248,1,1,M,3,m,518,waag poes waag poes waag waag waag,6,word,poes
124,272,272,1,1,M,3,m,515,snap doel snap doel snap snap snap,6,word,doel
125,286,286,1,1,M,3,m,559,raad fout raad fout raad raad raad,6,word,fout
126,306,306,1,1,M,3,m,699,slok chip slok chip slok slok slok,6,word,chip
127,322,322,1,1,M,3,m,534,stok verf stok verf stok stok stok,6,word,verf
128,339,339,1,1,M,3,m,626,koop legt koop legt koop koop koop,6,word,legt
129,364,364,1,1,M,3,m,480,noch warm noch warm noch noch noch,6,word,warm
130,373,373,1,1,M,3,m,683,maan reed maan reed maan maan maan,6,word,reed
131,405,405,1,1,M,3,m,550,deel vijf deel vijf deel deel deel,6,word,vijf
132,407,407,1,1,M,3,m,528,liep kans liep kans liep liep liep,6,word,kans
133,11,11,1,1,M,2,m,634,glad norm norm glad norm norm norm,6,word,glad
134,40,40,1,1,M,2,m,664,zaak vrij vrij zaak vrij vrij vrij,6,word,zaak
135,45,45,1,1,M,2,m,608,gang viel viel gang viel viel viel,6,word,gang
136,84,84,1,1,M,2,m,525,reus wond wond reus wond wond wond,6,word,reus
137,102,102,1,1,M,2,m,745,munt wolf wolf munt wolf wolf wolf,6,word,munt
138,109,109,1,1,M,2,m,601,heel tijd tijd heel tijd tijd tijd,6,word,heel
139,112,112,1,1,M,2,m,503,sexy truc truc sexy truc truc truc,6,word,sexy
140,117,117,1,1,M,2,m,655,soms heen heen soms heen heen heen,6,word,soms
141,139,139,1,1,M,2,m,492,duur boom boom duur boom boom boom,6,word,duur
142,151,151,1,1,M,2,m,617,haan romp romp haan romp romp romp,6,word,haan
143,152,152,1,1,M,2,m,607,kust woon woon kust woon woon woon,6,word,kust
144,163,163,1,1,M,2,m,609,hart blij blij hart blij blij blij,6,word,hart
145,181,181,1,1,M,2,m,681,stof bier bier stof bier bier bier,6,word,stof
146,183,183,1,1,M,2,m,574,kent word word kent word word word,6,word,kent
147,218,218,1,1,M,2,m,569,tent bord bord tent bord bord bord,6,word,tent
148,224,224,1,1,M,2,m,465,puin smal smal puin smal smal smal,6,word,puin
149,236,236,1,1,M,2,m,564,neer hulp hulp neer hulp hulp hulp,6,word,neer
150,241,241,1,1,M,2,m,535,mama kerk kerk mama kerk kerk kerk,6,word,mama
151,279,279,1,1,M,2,m,707,show graf graf show graf graf graf,6,word,show
152,280,280,1,1,M,2,m,462,vlak rust rust vlak rust rust rust,6,word,vlak
153,282,282,1,1,M,2,m,429,tuin rood rood tuin rood rood rood,6,word,tuin
154,317,317,1,1,M,2,m,713,buit zone zone buit zone zone zone,6,word,buit
155,336,336,1,1,M,2,m,592,stel zorg zorg stel zorg zorg zorg,6,word,stel
156,352,352,1,1,M,2,m,546,beet vlag vlag beet vlag vlag vlag,6,word,beet
157,376,376,1,1,M,2,m,526,kaas golf golf kaas golf golf golf,6,word,kaas
158,381,381,1,1,M,2,m,434,vlek gids gids vlek gids gids gids,6,word,vlek
159,415,415,1,1,M,2,m,498,geur klas klas geur klas klas klas,6,word,geur
160,20,20,1,1,M,1,m,679,ruik ruik ruik pols ruik ruik ruik,6,word,pols
161,31,31,1,1,M,1,m,643,nauw nauw nauw pijp nauw nauw nauw,6,word,pijp
162,35,35,1,1,M,1,m,595,daad daad daad berg daad daad daad,6,word,berg
163,66,66,1,1,M,1,m,694,bied bied bied loon bied bied bied,6,word,loon
164,78,78,1,1,M,1,m,591,homo homo homo vals homo homo homo,6,word,vals
165,132,132,1,1,M,1,m,613,juli juli juli test juli juli juli,6,word,test
166,141,141,1,1,M,1,m,775,ruwe ruwe ruwe poos ruwe ruwe ruwe,6,word,poos
167,146,146,1,1,M,1,m,567,nest nest nest lamp nest nest nest,6,word,lamp
168,174,174,1,1,M,1,m,613,pakt pakt pakt leef pakt pakt pakt,6,word,leef
169,202,202,1,1,M,1,m,526,ooit ooit ooit leuk ooit ooit ooit,6,word,leuk
170,209,209,1,1,M,1,m,924,dolf dolf dolf miss dolf dolf dolf,6,word,miss
171,237,237,1,1,M,1,m,470,auto auto auto idee auto auto auto,6,word,idee
172,240,240,1,1,M,1,m,700,ramp ramp ramp hete ramp ramp ramp,6,word,hete
173,259,259,1,1,M,1,m,581,wijf wijf wijf poot wijf wijf wijf,6,word,poot
174,264,264,1,1,M,1,m,646,fris fris fris luxe fris fris fris,6,word,luxe
175,302,302,1,1,M,1,m,843,taal taal taal reis taal taal taal,6,word,reis
176,319,319,1,1,M,1,m,543,mand mand mand roer mand mand mand,6,word,roer
177,331,331,1,1,M,1,m,609,gras gras gras neef gras gras gras,6,word,neef
178,346,346,1,1,M,1,m,514,hoge hoge hoge papa hoge hoge hoge,6,word,papa
179,354,354,1,1,M,1,m,524,erop erop erop half erop erop erop,6,word,half
180,360,360,1,1,M,1,m,518,doos doos doos rare doos doos doos,6,word,rare
181,366,366,1,1,M,1,m,505,hals hals hals boer hals hals hals,6,word,boer
182,383,383,1,1,M,1,m,421,hand hand hand jouw hand hand hand,6,word,jouw
183,393,393,1,1,M,1,m,521,raak raak raak lees raak raak raak,6,word,lees
184,402,402,1,1,M,1,m,702,flat flat flat merk flat flat flat,6,word,merk
185,408,408,1,1,M,1,m,709,zwak zwak zwak gele zwak zwak zwak,6,word,gele
186,412,412,1,1,M,1,m,623,woud woud woud jeep woud woud woud,6,word,jeep
187,431,431,2,1,M,7,m,668,band band band slim band band slim,0,word,slim
188,435,435,2,1,M,7,m,425,staf staf staf klok staf staf klok,0,word,klok
189,455,455,2,1,M,7,m,479,lach lach lach boog lach lach boog,0,word,boog
190,483,483,2,1,M,7,m,558,meen meen meen aard meen meen aard,0,word,aard
191,484,484,2,1,M,7,m,453,boos boos boos arme boos boos arme,0,word,arme
192,512,512,2,1,M,7,m,601,past past past volg past past volg,0,word,volg
193,528,528,2,1,M,7,m,564,blik blik blik rode blik blik rode,0,word,rode
194,543,543,2,1,M,7,m,621,café café café huur café café huur,0,word,huur
195,557,557,2,1,M,7,m,688,rijd rijd rijd tank rijd rijd tank,0,word,tank
196,559,559,2,1,M,7,m,527,bond bond bond saai bond bond saai,0,word,saai
197,643,643,2,1,M,7,m,548,vlug vlug vlug adem vlug vlug adem,0,word,adem
198,650,650,2,1,M,7,m,659,koor koor koor bijt koor koor bijt,0,word,bijt
199,683,683,2,1,M,7,m,673,wolk wolk wolk vest wolk wolk vest,0,word,vest
200,718,718,2,1,M,7,m,674,vlot vlot vlot eend vlot vlot eend,0,word,eend
201,744,744,2,1,M,7,m,699,dode dode dode ruim dode dode ruim,0,word,ruim
202,761,761,2,1,M,7,m,1062,bood bood bood vage bood bood vage,0,word,vage
203,793,793,2,1,M,7,m,549,keel keel keel tong keel keel tong,0,word,tong
204,812,812,2,1,M,7,m,611,geld geld geld wist geld geld wist,0,word,wist
205,815,815,2,1,M,7,m,807,pers pers pers zand pers pers zand,0,word,zand
206,823,823,2,1,M,7,m,233,plat plat plat kies plat plat kies,0,word,kies
207,422,422,2,1,M,6,m,589,volk volk volk raam volk raam volk,0,word,raam
208,449,449,2,1,M,6,m,580,kamp kamp kamp olie kamp olie kamp,0,word,olie
209,459,459,2,1,M,6,m,601,data data data ober data ober data,0,word,ober
210,469,469,2,1,M,6,m,726,boze boze boze wand boze wand boze,0,word,wand
211,471,471,2,1,M,6,m,715,maat maat maat oren maat oren maat,0,word,oren
212,477,477,2,1,M,6,m,880,wild wild wild reet wild reet wild,0,word,reet
213,498,498,2,1,M,6,m,476,ziek ziek ziek houd ziek houd ziek,0,word,houd
214,506,506,2,1,M,6,m,575,knap knap knap heus knap heus knap,0,word,heus
215,527,527,2,1,M,6,m,569,rijp rijp rijp knal rijp knal rijp,0,word,knal
216,631,631,2,1,M,6,m,547,gaaf gaaf gaaf cent gaaf cent gaaf,0,word,cent
217,656,656,2,1,M,6,m,586,name name name lift name lift name,0,word,lift
218,679,679,2,1,M,6,m,680,laag laag laag dier laag dier laag,0,word,dier
219,687,687,2,1,M,6,m,767,durf durf durf lage durf lage durf,0,word,lage
220,691,691,2,1,M,6,m,652,eist eist eist gram eist gram eist,0,word,gram
221,725,725,2,1,M,6,m,575,neen neen neen bril neen bril neen,0,word,bril
222,766,766,2,1,M,6,m,836,eeuw eeuw eeuw stap eeuw stap eeuw,0,word,stap
223,768,768,2,1,M,6,m,643,lied lied lied post lied post lied,0,word,post
224,769,769,2,1,M,6,m,631,enge enge enge tram enge tram enge,0,word,tram
225,782,782,2,1,M,6,m,676,gans gans gans klem gans klem gans,0,word,klem
226,799,799,2,1,M,6,m,667,taxi taxi taxi lege taxi lege taxi,0,word,lege
227,813,813,2,1,M,6,m,913,wind wind wind taak wind taak wind,0,word,taak
228,814,814,2,1,M,6,m,608,zelf zelf zelf want zelf want zelf,0,word,want
229,426,426,2,1,M,5,m,576,club club club ster ster club club,0,word,ster
230,440,440,2,1,M,5,m,502,ruil ruil ruil mode mode ruil ruil,0,word,mode
231,447,447,2,1,M,5,m,746,joch joch joch leid leid joch joch,0,word,leid
232,453,453,2,1,M,5,m,699,slag slag slag doch doch slag slag,0,word,doch
233,458,458,2,1,M,5,m,617,punt punt punt orde orde punt punt,0,word,orde
234,480,480,2,1,M,5,m,540,eraf eraf eraf gooi gooi eraf eraf,0,word,gooi
235,485,485,2,1,M,5,m,474,rang rang rang koel koel rang rang,0,word,koel
236,490,490,2,1,M,5,m,471,eind eind eind trok trok eind eind,0,word,trok
237,495,495,2,1,M,5,m,444,klom klom klom tape tape klom klom,0,word,tape
238,501,501,2,1,M,5,m,400,zoek zoek zoek film film zoek zoek,0,word,film
239,505,505,2,1,M,5,m,789,jood jood jood late late jood jood,0,word,late
240,513,513,2,1,M,5,m,582,rent rent rent cola cola rent rent,0,word,cola
241,516,516,2,1,M,5,m,478,jack jack jack dorp dorp jack jack,0,word,dorp
242,552,552,2,1,M,5,m,645,plus plus plus kern kern plus plus,0,word,kern
243,601,601,2,1,M,5,m,790,riem riem riem zulk zulk riem riem,0,word,zulk
244,619,619,2,1,M,5,m,612,ogen ogen ogen wilt wilt ogen ogen,0,word,wilt
245,635,635,2,1,M,5,m,483,huid huid huid stom stom huid huid,0,word,stom
246,772,772,2,1,M,5,m,776,okay okay okay zeep zeep okay okay,0,word,zeep
247,783,783,2,1,M,5,m,651,luik luik luik zoen zoen luik luik,0,word,zoen
248,786,786,2,1,M,5,m,442,zaad zaad zaad knie knie zaad zaad,0,word,knie
249,828,828,2,1,M,5,m,262,dien dien dien bouw bouw dien dien,0,word,bouw
250,830,830,2,1,M,5,m,337,trap trap trap hoek hoek trap trap,0,word,hoek
251,423,423,2,1,M,4,m,556,raad raad fout fout raad raad raad,0,word,fout
252,428,428,2,1,M,4,m,706,haak haak uien uien haak haak haak,0,word,uien
253,434,434,2,1,M,4,m,567,druk druk stem stem druk druk druk,0,word,stem
254,487,487,2,1,M,4,m,316,wijs wijs deal deal wijs wijs wijs,0,word,deal
255,492,492,2,1,M,4,m,375,luid luid voer voer luid luid luid,0,word,voer
256,499,499,2,1,M,4,m,360,voel voel pijn pijn voel voel voel,0,word,pijn
257,514,514,2,1,M,4,m,518,baas baas heer heer baas baas baas,0,word,heer
258,518,518,2,1,M,4,m,585,leeg leeg kost kost leeg leeg leeg,0,word,kost
259,520,520,2,1,M,4,m,491,kilo kilo vers vers kilo kilo kilo,0,word,vers
260,563,563,2,1,M,4,m,606,deel deel vijf vijf deel deel deel,0,word,vijf
261,618,618,2,1,M,4,m,611,paal paal oven oven paal paal paal,0,word,oven
262,633,633,2,1,M,4,m,512,waag waag poes poes waag waag waag,0,word,poes
263,644,644,2,1,M,4,m,534,noch noch warm warm noch noch noch,0,word,warm
264,658,658,2,1,M,4,m,741,snap snap doel doel snap snap snap,0,word,doel
265,662,662,2,1,M,4,m,572,stok stok verf verf stok stok stok,0,word,verf
266,697,697,2,1,M,4,m,601,liep liep kans kans liep liep liep,0,word,kans
267,701,701,2,1,M,4,m,584,koop koop legt legt koop koop koop,0,word,legt
268,755,755,2,1,M,4,m,751,koud koud lief lief koud koud koud,0,word,lief
269,767,767,2,1,M,4,m,713,slok slok chip chip slok slok slok,0,word,chip
270,770,770,2,1,M,4,m,743,pest pest blok blok pest pest pest,0,word,blok
271,421,421,2,1,M,3,m,526,blij hart blij hart blij blij blij,0,word,hart
272,438,438,2,1,M,3,m,548,graf show graf show graf graf graf,0,word,show
273,473,473,2,1,M,3,m,547,viel gang viel gang viel viel viel,0,word,gang
274,475,475,2,1,M,3,m,517,bord tent bord tent bord bord bord,0,word,tent
275,493,493,2,1,M,3,m,317,wolf munt wolf munt wolf wolf wolf,0,word,munt
276,494,494,2,1,M,3,m,409,klas geur klas geur klas klas klas,0,word,geur
277,496,496,2,1,M,3,m,378,romp haan romp haan romp romp romp,0,word,haan
278,507,507,2,1,M,3,m,552,bier stof bier stof bier bier bier,0,word,stof
279,509,509,2,1,M,3,m,414,boom duur boom duur boom boom boom,0,word,duur
280,524,524,2,1,M,3,m,566,rust vlak rust vlak rust rust rust,0,word,vlak
281,540,540,2,1,M,3,m,589,word kent word kent word word word,0,word,kent
282,603,603,2,1,M,3,m,538,woon kust woon kust woon woon woon,0,word,kust
283,621,621,2,1,M,3,m,690,kerk mama kerk mama kerk kerk kerk,0,word,mama
284,629,629,2,1,M,3,m,512,wond reus wond reus wond wond wond,0,word,reus
285,632,632,2,1,M,3,m,475,tijd heel tijd heel tijd tijd tijd,0,word,heel
286,636,636,2,1,M,3,m,652,smal puin smal puin smal smal smal,0,word,puin
287,639,639,2,1,M,3,m,573,heen soms heen soms heen heen heen,0,word,soms
288,664,664,2,1,M,3,m,853,vlag beet vlag beet vlag vlag vlag,0,word,beet
289,681,681,2,1,M,3,m,534,golf kaas golf kaas golf golf golf,0,word,kaas
290,728,728,2,1,M,3,m,796,zone buit zone buit zone zone zone,0,word,buit
291,754,754,2,1,M,3,m,693,truc sexy truc sexy truc truc truc,0,word,sexy
292,427,427,2,1,M,2,m,609,baai pret pret baai pret pret pret,0,word,baai
293,436,436,2,1,M,2,m,506,poot wijf wijf poot wijf wijf wijf,0,word,poot
294,444,444,2,1,M,2,m,540,luxe fris fris luxe fris fris fris,0,word,luxe
295,445,445,2,1,M,2,m,584,gele zwak zwak gele zwak zwak zwak,0,word,gele
296,468,468,2,1,M,2,m,804,rare doos doos rare doos doos doos,0,word,rare
297,482,482,2,1,M,2,m,575,pijp nauw nauw pijp nauw nauw nauw,0,word,pijp
298,489,489,2,1,M,2,m,640,berg daad daad berg daad daad daad,0,word,berg
299,491,491,2,1,M,2,m,453,lees raak raak lees raak raak raak,0,word,lees
300,519,519,2,1,M,2,m,507,jouw hand hand jouw hand hand hand,0,word,jouw
301,553,553,2,1,M,2,m,860,idee auto auto idee auto auto auto,0,word,idee
302,554,554,2,1,M,2,m,281,leuk ooit ooit leuk ooit ooit ooit,0,word,leuk
303,561,561,2,1,M,2,m,590,lamp nest nest lamp nest nest nest,0,word,lamp
304,570,570,2,1,M,2,m,528,hete ramp ramp hete ramp ramp ramp,0,word,hete
305,645,645,2,1,M,2,m,613,heil doof doof heil doof doof doof,0,word,heil
306,673,673,2,1,M,2,m,621,neef gras gras neef gras gras gras,0,word,neef
307,690,690,2,1,M,2,m,658,papa hoge hoge papa hoge hoge hoge,0,word,papa
308,750,750,2,1,M,2,m,673,vals homo homo vals homo homo homo,0,word,vals
309,780,780,2,1,M,2,m,676,mate jong jong mate jong jong jong,0,word,mate
310,788,788,2,1,M,2,m,601,half erop erop half erop erop erop,0,word,half
311,834,834,2,1,M,2,m,212,loon bied bied loon bied bied bied,0,word,loon
312,433,433,2,1,M,1,m,528,riks riks riks blad riks riks riks,0,word,blad
313,442,442,2,1,M,1,m,461,maal maal maal keus maal maal maal,0,word,keus
314,451,451,2,1,M,1,m,522,toon toon toon kalm toon toon toon,0,word,kalm
315,523,523,2,1,M,1,m,479,wijn wijn wijn vuur wijn wijn wijn,0,word,vuur
316,532,532,2,1,M,1,m,812,rest rest rest plan rest rest rest,0,word,plan
317,547,547,2,1,M,1,m,465,gast gast gast held gast gast gast,0,word,held
318,593,593,2,1,M,1,m,616,voeg voeg voeg pijl voeg voeg voeg,0,word,pijl
319,595,595,2,1,M,1,m,625,hang hang hang dure hang hang hang,0,word,dure
320,622,622,2,1,M,1,m,643,hoor hoor hoor eten hoor hoor hoor,0,word,eten
321,649,649,2,1,M,1,m,1006,ding ding ding wees ding ding ding,0,word,wees
322,682,682,2,1,M,1,m,493,kwam kwam kwam dood kwam kwam kwam,0,word,dood
323,749,749,2,1,M,1,m,1028,vaak vaak vaak zeer vaak vaak vaak,0,word,zeer
324,773,773,2,1,M,1,m,813,lijf lijf lijf mede lijf lijf lijf,0,word,mede
325,779,779,2,1,M,1,m,654,zout zout zout grap zout zout zout,0,word,grap
326,784,784,2,1,M,1,m,689,chef chef chef klap chef chef chef,0,word,klap
327,790,790,2,1,M,1,m,644,ezel ezel ezel muis ezel ezel ezel,0,word,muis
328,807,807,2,1,M,1,m,539,baan baan baan kort baan baan baan,0,word,kort
329,819,819,2,1,M,1,m,531,maak maak maak oude maak maak maak,0,word,oude
330,841,841,3,1,M,7,m,494,slot slot slot uren slot slot uren,3,word,uren
331,847,847,3,1,M,7,m,524,noch noch noch warm noch noch warm,3,word,warm
332,874,874,3,1,M,7,m,455,voet voet voet lijn voet voet lijn,3,word,lijn
333,883,883,3,1,M,7,m,461,waag waag waag poes waag waag poes,3,word,poes
334,955,955,3,1,M,7,m,439,gold gold gold heks gold gold heks,3,word,heks
