,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type,target
0,148,148,148,1,0,M,6,c,555,raar raar raar hing raar hing raar,6,word,hing
1,204,204,204,1,0,M,6,c,561,bood bood bood vage bood vage bood,6,word,vage
2,234,234,234,1,0,M,6,c,418,geld geld geld wist geld wist geld,6,word,wist
3,351,351,351,1,0,M,6,c,792,wolk wolk wolk vest wolk vest wolk,6,word,vest
4,417,417,417,1,0,M,5,c,524,eeuw eeuw eeuw stap stap eeuw eeuw,6,word,stap
5,105,105,105,1,0,M,4,c,564,wint wint fase fase wint wint wint,6,word,fase
6,288,288,288,1,0,M,4,c,568,slag slag doch doch slag slag slag,6,word,doch
7,324,324,324,1,0,M,4,c,599,trut trut dans dans trut trut trut,6,word,dans
8,356,356,356,1,0,M,4,c,562,klom klom tape tape klom klom klom,6,word,tape
9,187,187,187,1,0,M,3,c,732,spul hoed spul hoed spul spul spul,6,word,hoed
10,258,258,258,1,0,M,3,c,561,trof adel trof adel trof trof trof,6,word,adel
11,307,307,307,1,0,M,3,c,672,voet lijn voet lijn voet voet voet,6,word,lijn
12,329,329,329,1,0,M,2,c,546,aten zuur zuur aten zuur zuur zuur,6,word,aten
13,374,374,374,1,0,M,2,c,507,roem huil huil roem huil huil huil,6,word,roem
14,397,397,397,1,0,M,2,c,525,hief trad trad hief trad trad trad,6,word,hief
15,43,43,43,1,0,M,1,c,801,jong jong jong mate jong jong jong,6,word,mate
16,385,385,385,1,0,M,1,c,763,pret pret pret baai pret pret pret,6,word,baai
17,486,486,486,2,0,M,7,c,805,city city city poen city city poen,0,word,poen
18,584,584,584,2,0,M,7,c,383,pond pond pond vuil pond pond vuil,0,word,vuil
19,589,589,589,2,0,M,7,c,400,trek trek trek gauw trek trek gauw,0,word,gauw
20,663,663,663,2,0,M,7,c,501,dief dief dief klus dief dief klus,0,word,klus
21,678,678,678,2,0,M,7,c,696,gene gene gene lord gene gene lord,0,word,lord
22,686,686,686,2,0,M,7,c,874,redt redt redt knop redt redt knop,0,word,knop
23,698,698,698,2,0,M,7,c,616,raar raar raar hing raar raar hing,0,word,hing
24,774,774,774,2,0,M,7,c,859,touw touw touw brak touw touw brak,0,word,brak
25,837,837,837,2,0,M,7,c,457,mond mond mond stuk mond mond stuk,0,word,stuk
26,448,448,448,2,0,M,6,c,775,buik buik buik rand buik rand buik,0,word,rand
27,526,526,526,2,0,M,6,c,653,rock rock rock bijl rock bijl rock,0,word,bijl
28,539,539,539,2,0,M,6,c,671,koos koos koos rede koos rede koos,0,word,rede
29,613,613,613,2,0,M,6,c,550,dame dame dame lukt dame lukt dame,0,word,lukt
30,634,634,634,2,0,M,6,c,547,knul knul knul erom knul erom knul,0,word,erom
31,736,736,736,2,0,M,6,c,445,ford ford ford apen ford apen ford,0,word,apen
32,476,476,476,2,0,M,5,c,567,vele vele vele stop stop vele vele,0,word,stop
33,478,478,478,2,0,M,5,c,697,jurk jurk jurk moed moed jurk jurk,0,word,moed
34,585,585,585,2,0,M,5,c,479,wint wint wint fase fase wint wint,0,word,fase
35,596,596,596,2,0,M,5,c,374,arts arts arts melk melk arts arts,0,word,melk
36,680,680,680,2,0,M,5,c,650,trut trut trut dans dans trut trut,0,word,dans
37,711,711,711,2,0,M,5,c,571,grot grot grot kale kale grot grot,0,word,kale
38,827,827,827,2,0,M,5,c,339,mits mits mits doek doek mits mits,0,word,doek
39,537,537,537,2,0,M,4,c,595,spul spul hoed hoed spul spul spul,0,word,hoed
40,590,590,590,2,0,M,4,c,414,been been shit shit been been been,0,word,shit
41,597,597,597,2,0,M,4,c,392,dook dook pech pech dook dook dook,0,word,pech
42,604,604,604,2,0,M,4,c,598,maan maan reed reed maan maan maan,0,word,reed
43,605,605,605,2,0,M,4,c,738,trof trof adel adel trof trof trof,0,word,adel
44,624,624,624,2,0,M,4,c,500,voet voet lijn lijn voet voet voet,0,word,lijn
45,716,716,716,2,0,M,4,c,643,kast kast roze roze kast kast kast,0,word,roze
46,723,723,723,2,0,M,4,c,630,rook rook wens wens rook rook rook,0,word,wens
47,745,745,745,2,0,M,4,c,463,slot slot uren uren slot slot slot,0,word,uren
48,796,796,796,2,0,M,4,c,701,gold gold heks heks gold gold gold,0,word,heks
49,548,548,548,2,0,M,3,c,843,zorg stel zorg stel zorg zorg zorg,0,word,stel
50,566,566,566,2,0,M,3,c,440,hulp neer hulp neer hulp hulp hulp,0,word,neer
51,623,623,623,2,0,M,3,c,462,norm glad norm glad norm norm norm,0,word,glad
52,670,670,670,2,0,M,3,c,590,huil roem huil roem huil huil huil,0,word,roem
53,696,696,696,2,0,M,3,c,468,trad hief trad hief trad trad trad,0,word,hief
54,707,707,707,2,0,M,3,c,437,vrij zaak vrij zaak vrij vrij vrij,0,word,zaak
55,715,715,715,2,0,M,3,c,412,zuur aten zuur aten zuur zuur zuur,0,word,aten
56,738,738,738,2,0,M,3,c,473,rood tuin rood tuin rood rood rood,0,word,tuin
57,752,752,752,2,0,M,3,c,454,gids vlek gids vlek gids gids gids,0,word,vlek
58,551,551,551,2,0,M,2,c,663,jeep woud woud jeep woud woud woud,0,word,jeep
59,579,579,579,2,0,M,2,c,466,poos ruwe ruwe poos ruwe ruwe ruwe,0,word,poos
60,616,616,616,2,0,M,2,c,399,pols ruik ruik pols ruik ruik ruik,0,word,pols
61,672,672,672,2,0,M,2,c,538,reis taal taal reis taal taal taal,0,word,reis
62,729,729,729,2,0,M,2,c,727,boer hals hals boer hals hals hals,0,word,boer
63,734,734,734,2,0,M,2,c,684,leef pakt pakt leef pakt pakt pakt,0,word,leef
64,748,748,748,2,0,M,2,c,660,merk flat flat merk flat flat flat,0,word,merk
65,802,802,802,2,0,M,2,c,661,miss dolf dolf miss dolf dolf dolf,0,word,miss
66,803,803,803,2,0,M,2,c,580,test juli juli test juli juli juli,0,word,test
67,544,544,544,2,0,M,1,c,593,baby baby baby loop baby baby baby,0,word,loop
68,574,574,574,2,0,M,1,c,416,ouwe ouwe ouwe lijk ouwe ouwe ouwe,0,word,lijk
69,577,577,577,2,0,M,1,c,437,zaal zaal zaal bron zaal zaal zaal,0,word,bron
70,586,586,586,2,0,M,1,c,433,boot boot boot enig boot boot boot,0,word,enig
71,704,704,704,2,0,M,1,c,462,muur muur muur ziel muur muur muur,0,word,ziel
72,705,705,705,2,0,M,1,c,370,vies vies vies nood vies vies vies,0,word,nood
73,706,706,706,2,0,M,1,c,441,slet slet slet mark slet slet slet,0,word,mark
74,721,721,721,2,0,M,1,c,488,grof grof grof duim grof grof grof,0,word,duim
75,785,785,785,2,0,M,1,c,810,foto foto foto ware foto foto foto,0,word,ware
76,787,787,787,2,0,M,1,c,879,goud goud goud leer goud goud goud,0,word,leer
77,801,801,801,2,0,M,1,c,567,fort fort fort high fort fort fort,0,word,high
78,1009,1009,1009,3,0,M,7,c,532,rook rook rook wens rook rook wens,3,word,wens
79,984,984,984,3,0,M,6,c,587,zone zone zone buit zone buit zone,3,word,buit
80,1059,1059,1059,3,0,M,6,c,547,trad trad trad hief trad hief trad,3,word,hief
81,1176,1176,1176,3,0,M,6,c,471,zuur zuur zuur aten zuur aten zuur,3,word,aten
82,1258,1258,1258,3,0,M,6,c,656,romp romp romp haan romp haan romp,3,word,haan
83,931,931,931,3,0,M,5,c,620,doof doof doof heil heil doof doof,3,word,heil
84,950,950,950,3,0,M,5,c,501,mand mand mand roer roer mand mand,3,word,roer
85,937,937,937,3,0,M,4,c,489,fort fort high high fort fort fort,3,word,high
86,1078,1078,1078,3,0,M,4,c,379,maak maak oude oude maak maak maak,3,word,oude
87,1256,1256,1256,3,0,M,4,c,424,lijf lijf mede mede lijf lijf lijf,3,word,mede
88,907,907,907,3,0,M,3,c,573,gene lord gene lord gene gene gene,3,word,lord
89,1057,1057,1057,3,0,M,3,c,538,mouw race mouw race mouw mouw mouw,3,word,race
90,1230,1230,1230,3,0,M,3,c,414,dief klus dief klus dief dief dief,3,word,klus
91,1090,1090,1090,3,0,M,2,c,496,erom knul knul erom knul knul knul,3,word,erom
92,1107,1107,1107,3,0,M,2,c,403,wand boze boze wand boze boze boze,3,word,wand
93,1250,1250,1250,3,0,M,2,c,413,lage durf durf lage durf durf durf,3,word,lage
94,1257,1257,1257,3,0,M,2,c,421,tand borg borg tand borg borg borg,3,word,tand
95,925,925,925,3,0,M,1,c,540,plus plus plus kern plus plus plus,3,word,kern
96,1061,1061,1061,3,0,M,1,c,448,riem riem riem zulk riem riem riem,3,word,zulk
97,1086,1086,1086,3,0,M,1,c,505,dien dien dien bouw dien dien dien,3,word,bouw
98,1216,1216,1216,3,0,M,1,c,454,eind eind eind trok eind eind eind,3,word,trok
99,1235,1235,1235,3,0,M,1,c,467,ruil ruil ruil mode ruil ruil ruil,3,word,mode
100,1620,1620,1620,4,0,M,7,c,502,trad trad trad hief trad trad hief,4,word,hief
101,1411,1411,1411,4,0,M,6,c,555,homo homo homo vals homo vals homo,4,word,vals
102,1567,1567,1567,4,0,M,6,c,606,pret pret pret baai pret baai pret,4,word,baai
103,1496,1496,1496,4,0,M,4,c,571,raar raar hing hing raar raar raar,4,word,hing
104,1613,1613,1613,4,0,M,4,c,567,gene gene lord lord gene gene gene,4,word,lord
105,1665,1665,1665,4,0,M,4,c,586,past past volg volg past past past,4,word,volg
106,1346,1346,1346,4,0,M,3,c,650,koos rede koos rede koos koos koos,4,word,rede
107,1328,1328,1328,4,0,M,2,c,644,tape klom klom tape klom klom klom,4,word,tape
108,1469,1469,1469,4,0,M,2,c,587,cola rent rent cola rent rent rent,4,word,cola
109,1284,1284,1284,4,0,M,1,c,550,slok slok slok chip slok slok slok,4,word,chip
110,1833,1833,1833,5,0,M,5,c,610,raar raar raar hing hing raar raar,5,word,hing
111,1977,1977,1977,5,0,M,5,c,600,city city city poen poen city city,5,word,poen
112,1827,1827,1827,5,0,M,2,c,392,kans liep liep kans liep liep liep,5,word,kans
113,1835,1835,1835,5,0,M,1,c,562,trad trad trad hief trad trad trad,5,word,hief
114,2195,2195,2195,6,0,M,7,c,497,zaal zaal zaal bron zaal zaal bron,6,word,bron
115,2132,2132,2132,6,0,M,6,c,532,city city city poen city poen city,6,word,poen
116,2210,2210,2210,6,0,M,6,c,424,pond pond pond vuil pond vuil pond,6,word,vuil
117,2504,2504,2504,6,0,M,6,c,480,gene gene gene lord gene lord gene,6,word,lord
118,2165,2165,2165,6,0,M,5,c,535,taxi taxi taxi lege lege taxi taxi,6,word,lege
119,2341,2341,2341,6,0,M,5,c,471,wild wild wild reet reet wild wild,6,word,reet
120,2381,2381,2381,6,0,M,5,c,406,neen neen neen bril bril neen neen,6,word,bril
121,2155,2155,2155,6,0,M,4,c,311,jack jack dorp dorp jack jack jack,6,word,dorp
122,2317,2317,2317,6,0,M,4,c,615,klom klom tape tape klom klom klom,6,word,tape
123,2456,2456,2456,6,0,M,4,c,469,mijl mijl zoet zoet mijl mijl mijl,6,word,zoet
124,2477,2477,2477,6,0,M,4,c,479,slag slag doch doch slag slag slag,6,word,doch
125,2319,2319,2319,6,0,M,3,c,507,maan reed maan reed maan maan maan,6,word,reed
126,2417,2417,2417,6,0,M,3,c,699,been shit been shit been been been,6,word,shit
127,2500,2500,2500,6,0,M,3,c,435,rook wens rook wens rook rook rook,6,word,wens
128,2288,2288,2288,6,0,M,2,c,576,hief trad trad hief trad trad trad,6,word,hief
129,2461,2461,2461,6,0,M,2,c,468,sexy truc truc sexy truc truc truc,6,word,sexy
130,2359,2359,2359,6,0,M,1,c,484,ruik ruik ruik pols ruik ruik ruik,6,word,pols
131,2393,2393,2393,6,0,M,1,c,503,juli juli juli test juli juli juli,6,word,test
132,2419,2419,2419,6,0,M,1,c,522,homo homo homo vals homo homo homo,6,word,vals
133,2437,2437,2437,6,0,M,1,c,635,ruwe ruwe ruwe poos ruwe ruwe ruwe,6,word,poos
134,2494,2494,2494,6,0,M,1,c,429,mand mand mand roer mand mand mand,6,word,roer
135,2521,2521,2521,7,0,M,7,c,638,city city city poen city city poen,0,word,poen
136,2687,2687,2687,7,0,M,7,c,525,meen meen meen aard meen meen aard,0,word,aard
137,2717,2717,2717,7,0,M,7,c,551,vlot vlot vlot eend vlot vlot eend,0,word,eend
138,2719,2719,2719,7,0,M,6,c,672,koos koos koos rede koos rede koos,0,word,rede
139,2810,2810,2810,7,0,M,6,c,653,ford ford ford apen ford apen ford,0,word,apen
140,2812,2812,2812,7,0,M,6,c,601,knul knul knul erom knul erom knul,0,word,erom
141,2924,2924,2924,7,0,M,6,c,539,ruit ruit ruit coma ruit coma ruit,0,word,coma
142,2688,2688,2688,7,0,M,5,c,583,rent rent rent cola cola rent rent,0,word,cola
143,2763,2763,2763,7,0,M,5,c,447,luik luik luik zoen zoen luik luik,0,word,zoen
144,2900,2900,2900,7,0,M,5,c,716,jood jood jood late late jood jood,0,word,late
145,2906,2906,2906,7,0,M,5,c,710,dien dien dien bouw bouw dien dien,0,word,bouw
146,2781,2781,2781,7,0,M,3,c,527,huil roem huil roem huil huil huil,0,word,roem
147,2795,2795,2795,7,0,M,3,c,595,trad hief trad hief trad trad trad,0,word,hief
148,2936,2936,2936,7,0,M,3,c,610,boom duur boom duur boom boom boom,0,word,duur
149,2552,2552,2552,7,0,M,2,c,594,mate jong jong mate jong jong jong,0,word,mate
150,2744,2744,2744,7,0,M,2,c,532,jeep woud woud jeep woud woud woud,0,word,jeep
151,2826,2826,2826,7,0,M,2,c,462,loon bied bied loon bied bied bied,0,word,loon
152,2849,2849,2849,7,0,M,2,c,578,jouw hand hand jouw hand hand hand,0,word,jouw
153,2899,2899,2899,7,0,M,2,c,655,baai pret pret baai pret pret pret,0,word,baai
154,2905,2905,2905,7,0,M,2,c,718,neef gras gras neef gras gras gras,0,word,neef
155,2636,2636,2636,7,0,M,1,c,555,vies vies vies nood vies vies vies,0,word,nood
156,2671,2671,2671,7,0,M,1,c,634,ding ding ding wees ding ding ding,0,word,wees
157,2700,2700,2700,7,0,M,1,c,585,foto foto foto ware foto foto foto,0,word,ware
158,3099,3099,3099,8,0,M,7,c,858,kamp kamp kamp olie kamp kamp olie,1,word,olie
159,3116,3116,3116,8,0,M,6,c,544,riem riem riem zulk riem zulk riem,1,word,zulk
160,3151,3151,3151,8,0,M,6,c,571,okay okay okay zeep okay zeep okay,1,word,zeep
161,3241,3241,3241,8,0,M,6,c,611,slag slag slag doch slag doch slag,1,word,doch
162,3327,3327,3327,8,0,M,5,c,772,maan maan maan reed reed maan maan,1,word,reed
163,2961,2961,2961,8,0,M,4,c,610,zuur zuur aten aten zuur zuur zuur,1,word,aten
164,3089,3089,3089,8,0,M,4,c,608,trad trad hief hief trad trad trad,1,word,hief
165,3118,3118,3118,8,0,M,3,c,646,dolf miss dolf miss dolf dolf dolf,1,word,miss
166,3025,3025,3025,8,0,M,2,c,798,mark slet slet mark slet slet slet,1,word,mark
167,3141,3141,3141,8,0,M,1,c,620,city city city poen city city city,1,word,poen
168,3452,3452,3452,9,0,M,7,c,600,eraf eraf eraf gooi eraf eraf gooi,2,word,gooi
169,3522,3522,3522,9,0,M,7,c,610,joch joch joch leid joch joch leid,2,word,leid
170,3622,3622,3622,9,0,M,6,c,455,druk druk druk stem druk stem druk,2,word,stem
171,3496,3496,3496,9,0,M,5,c,702,wond wond wond reus reus wond wond,2,word,reus
172,3663,3663,3663,9,0,M,5,c,899,word word word kent kent word word,2,word,kent
173,3729,3729,3729,9,0,M,5,c,602,trad trad trad hief hief trad trad,2,word,hief
174,3454,3454,3454,9,0,M,4,c,634,homo homo vals vals homo homo homo,2,word,vals
175,3702,3702,3702,9,0,M,4,c,614,juli juli test test juli juli juli,2,word,test
176,3453,3453,3453,9,0,M,2,c,724,saai bond bond saai bond bond bond,2,word,saai
177,3520,3520,3520,9,0,M,2,c,606,brak touw touw brak touw touw touw,2,word,brak
178,3574,3574,3574,9,0,M,2,c,471,lord gene gene lord gene gene gene,2,word,lord
179,3430,3430,3430,9,0,M,1,c,617,borg borg borg tand borg borg borg,2,word,tand
180,3607,3607,3607,9,0,M,1,c,576,taxi taxi taxi lege taxi taxi taxi,2,word,lege
181,3917,3917,3917,10,0,M,7,c,571,romp romp romp haan romp romp haan,4,word,haan
182,3974,3974,3974,10,0,M,7,c,422,klas klas klas geur klas klas geur,4,word,geur
183,4001,4001,4001,10,0,M,7,c,367,bord bord bord tent bord bord tent,4,word,tent
184,4033,4033,4033,10,0,M,7,c,629,trad trad trad hief trad trad hief,4,word,hief
185,4131,4131,4131,10,0,M,7,c,349,zuur zuur zuur aten zuur zuur aten,4,word,aten
186,4011,4011,4011,10,0,M,6,c,451,ramp ramp ramp hete ramp hete ramp,4,word,hete
187,4045,4045,4045,10,0,M,6,c,537,wijf wijf wijf poot wijf poot wijf,4,word,poot
188,4111,4111,4111,10,0,M,6,c,545,ruwe ruwe ruwe poos ruwe poos ruwe,4,word,poos
189,4119,4119,4119,10,0,M,6,c,299,hals hals hals boer hals boer hals,4,word,boer
190,4120,4120,4120,10,0,M,6,c,441,doos doos doos rare doos rare doos,4,word,rare
191,4142,4142,4142,10,0,M,6,c,507,dolf dolf dolf miss dolf miss dolf,4,word,miss
192,4173,4173,4173,10,0,M,6,c,586,pret pret pret baai pret baai pret,4,word,baai
193,3968,3968,3968,10,0,M,5,c,338,rest rest rest plan plan rest rest,4,word,plan
194,4026,4026,4026,10,0,M,5,c,584,fort fort fort high high fort fort,4,word,high
195,3822,3822,3822,10,0,M,4,c,394,staf staf klok klok staf staf staf,4,word,klok
196,3850,3850,3850,10,0,M,4,c,541,dode dode ruim ruim dode dode dode,4,word,ruim
197,4010,4010,4010,10,0,M,4,c,529,city city poen poen city city city,4,word,poen
198,4085,4085,4085,10,0,M,4,c,524,gene gene lord lord gene gene gene,4,word,lord
199,4140,4140,4140,10,0,M,4,c,426,wolk wolk vest vest wolk wolk wolk,4,word,vest
200,4105,4105,4105,10,0,M,3,c,387,boze wand boze wand boze boze boze,4,word,wand
201,3856,3856,3856,10,0,M,2,c,427,late jood jood late jood jood jood,4,word,late
202,3946,3946,3946,10,0,M,2,c,568,ster club club ster club club club,4,word,ster
203,3990,3990,3990,10,0,M,2,c,452,zeep okay okay zeep okay okay okay,4,word,zeep
204,4079,4079,4079,10,0,M,2,c,409,stop vele vele stop vele vele vele,4,word,stop
205,4135,4135,4135,10,0,M,2,c,510,melk arts arts melk arts arts arts,4,word,melk
206,3834,3834,3834,10,0,M,1,c,478,kilo kilo kilo vers kilo kilo kilo,4,word,vers
207,3837,3837,3837,10,0,M,1,c,418,spul spul spul hoed spul spul spul,4,word,hoed
208,4057,4057,4057,10,0,M,1,c,418,luid luid luid voer luid luid luid,4,word,voer
209,4348,4348,4348,11,0,M,7,c,778,dolf dolf dolf miss dolf dolf miss,5,word,miss
210,4449,4449,4449,11,0,M,7,c,508,doof doof doof heil doof doof heil,5,word,heil
211,4609,4609,4609,11,0,M,7,c,691,ruwe ruwe ruwe poos ruwe ruwe poos,5,word,poos
212,4506,4506,4506,11,0,M,6,c,628,vaak vaak vaak zeer vaak zeer vaak,5,word,zeer
213,4467,4467,4467,11,0,M,4,c,666,name name lift lift name name name,5,word,lift
214,4395,4395,4395,11,0,M,3,c,546,slag doch slag doch slag slag slag,5,word,doch
215,4532,4532,4532,11,0,M,3,c,664,ruil mode ruil mode ruil ruil ruil,5,word,mode
216,4589,4589,4589,11,0,M,3,c,573,joch leid joch leid joch joch joch,5,word,leid
217,4236,4236,4236,11,0,M,2,c,875,uien haak haak uien haak haak haak,5,word,uien
218,4281,4281,4281,11,0,M,1,c,636,huil huil huil roem huil huil huil,5,word,roem
219,4296,4296,4296,11,0,M,1,c,661,trad trad trad hief trad trad trad,5,word,hief
220,4756,4756,4756,12,0,M,7,c,594,fort fort fort high fort fort high,6,word,high
221,4950,4950,4950,12,0,M,7,c,554,vies vies vies nood vies vies nood,6,word,nood
222,4629,4629,4629,12,0,M,6,c,531,raar raar raar hing raar hing raar,6,word,hing
223,4805,4805,4805,12,0,M,6,c,543,city city city poen city poen city,6,word,poen
224,5017,5017,5017,12,0,M,6,c,559,gene gene gene lord gene lord gene,6,word,lord
225,4927,4927,4927,12,0,M,5,c,499,rijp rijp rijp knal knal rijp rijp,6,word,knal
226,4947,4947,4947,12,0,M,5,c,540,ruit ruit ruit coma coma ruit ruit,6,word,coma
227,4949,4949,4949,12,0,M,5,c,488,borg borg borg tand tand borg borg,6,word,tand
228,4755,4755,4755,12,0,M,4,c,355,mits mits doek doek mits mits mits,6,word,doek
229,4772,4772,4772,12,0,M,4,c,498,jurk jurk moed moed jurk jurk jurk,6,word,moed
230,4859,4859,4859,12,0,M,4,c,441,trut trut dans dans trut trut trut,6,word,dans
231,4875,4875,4875,12,0,M,4,c,440,ruil ruil mode mode ruil ruil ruil,6,word,mode
232,5025,5025,5025,12,0,M,4,c,589,slag slag doch doch slag slag slag,6,word,doch
233,4702,4702,4702,12,0,M,3,c,704,slok chip slok chip slok slok slok,6,word,chip
234,5000,5000,5000,12,0,M,3,c,582,koud lief koud lief koud koud koud,6,word,lief
235,4854,4854,4854,12,0,M,2,c,520,hief trad trad hief trad trad trad,6,word,hief
236,4977,4977,4977,12,0,M,2,c,479,aten zuur zuur aten zuur zuur zuur,6,word,aten
237,5024,5024,5024,12,0,M,2,c,549,neer hulp hulp neer hulp hulp hulp,6,word,neer
238,4621,4621,4621,12,0,M,1,c,447,woud woud woud jeep woud woud woud,6,word,jeep
239,4792,4792,4792,12,0,M,1,c,710,ruwe ruwe ruwe poos ruwe ruwe ruwe,6,word,poos
240,4843,4843,4843,12,0,M,1,c,498,wijf wijf wijf poot wijf wijf wijf,6,word,poot
241,4920,4920,4920,12,0,M,1,c,613,dolf dolf dolf miss dolf dolf dolf,6,word,miss
242,4992,4992,4992,12,0,M,1,c,573,gras gras gras neef gras gras gras,6,word,neef
243,5216,5216,5216,13,0,M,7,c,572,city city city poen city city poen,0,word,poen
244,5317,5317,5317,13,0,M,7,c,702,dode dode dode ruim dode dode ruim,0,word,ruim
245,5358,5358,5358,13,0,M,6,c,600,gans gans gans klem gans klem gans,0,word,klem
246,5085,5085,5085,13,0,M,5,c,641,dien dien dien bouw bouw dien dien,0,word,bouw
247,5116,5116,5116,13,0,M,5,c,836,ruil ruil ruil mode mode ruil ruil,0,word,mode
248,5334,5334,5334,13,0,M,5,c,666,klom klom klom tape tape klom klom,0,word,tape
249,5107,5107,5107,13,0,M,4,c,697,maan maan reed reed maan maan maan,0,word,reed
250,5134,5134,5134,13,0,M,4,c,747,luid luid voer voer luid luid luid,0,word,voer
251,5174,5174,5174,13,0,M,3,c,510,heen soms heen soms heen heen heen,0,word,soms
252,5248,5248,5248,13,0,M,3,c,657,zuur aten zuur aten zuur zuur zuur,0,word,aten
253,5393,5393,5393,13,0,M,3,c,595,word kent word kent word word word,0,word,kent
254,5274,5274,5274,13,0,M,2,c,645,baai pret pret baai pret pret pret,0,word,baai
255,5340,5340,5340,13,0,M,2,c,644,miss dolf dolf miss dolf dolf dolf,0,word,miss
256,5398,5398,5398,13,0,M,2,c,764,leef pakt pakt leef pakt pakt pakt,0,word,leef
257,5434,5434,5434,13,0,M,1,c,617,riks riks riks blad riks riks riks,0,word,blad
258,5674,5674,5674,14,0,M,7,c,638,gans gans gans klem gans gans klem,1,word,klem
259,5847,5847,5847,14,0,M,7,c,875,enge enge enge tram enge enge tram,1,word,tram
260,5688,5688,5688,14,0,M,6,c,782,mits mits mits doek mits doek mits,1,word,doek
261,5692,5692,5692,14,0,M,6,c,688,dien dien dien bouw dien bouw dien,1,word,bouw
262,5788,5788,5788,14,0,M,6,c,552,plus plus plus kern plus kern plus,1,word,kern
263,5841,5841,5841,14,0,M,6,c,600,joch joch joch leid joch leid joch,1,word,leid
264,5592,5592,5592,14,0,M,5,c,916,maan maan maan reed reed maan maan,1,word,reed
265,5864,5864,5864,14,0,M,5,c,517,leeg leeg leeg kost kost leeg leeg,1,word,kost
266,5867,5867,5867,14,0,M,5,c,727,spul spul spul hoed hoed spul spul,1,word,hoed
267,5472,5472,5472,14,0,M,4,c,554,trad trad hief hief trad trad trad,1,word,hief
268,5658,5658,5658,14,0,M,4,c,637,zuur zuur aten aten zuur zuur zuur,1,word,aten
269,5729,5729,5729,14,0,M,4,c,759,huil huil roem roem huil huil huil,1,word,roem
270,5877,5877,5877,14,0,M,4,c,547,word word kent kent word word word,1,word,kent
271,5465,5465,5465,14,0,M,3,c,695,pret baai pret baai pret pret pret,1,word,baai
272,5615,5615,5615,14,0,M,3,c,826,doof heil doof heil doof doof doof,1,word,heil
273,5795,5795,5795,14,0,M,3,c,554,taal reis taal reis taal taal taal,1,word,reis
274,5734,5734,5734,14,0,M,2,c,1005,mark slet slet mark slet slet slet,1,word,mark
275,5509,5509,5509,14,0,M,1,c,714,rijd rijd rijd tank rijd rijd rijd,1,word,tank
276,5828,5828,5828,14,0,M,1,c,653,gene gene gene lord gene gene gene,1,word,lord
277,5839,5839,5839,14,0,M,1,c,1010,bood bood bood vage bood bood bood,1,word,vage
278,5844,5844,5844,14,0,M,1,c,1001,dode dode dode ruim dode dode dode,1,word,ruim
279,5964,5964,5964,15,0,M,7,c,658,mits mits mits doek mits mits doek,2,word,doek
280,5998,5998,5998,15,0,M,7,c,667,plus plus plus kern plus plus kern,2,word,kern
281,6028,6028,6028,15,0,M,7,c,646,slag slag slag doch slag slag doch,2,word,doch
282,6100,6100,6100,15,0,M,7,c,624,ruil ruil ruil mode ruil ruil mode,2,word,mode
283,6266,6266,6266,15,0,M,7,c,468,okay okay okay zeep okay okay zeep,2,word,zeep
284,5889,5889,5889,15,0,M,5,c,853,trad trad trad hief hief trad trad,2,word,hief
285,5897,5897,5897,15,0,M,5,c,532,romp romp romp haan haan romp romp,2,word,haan
286,5969,5969,5969,15,0,M,5,c,729,huil huil huil roem roem huil huil,2,word,roem
287,6093,6093,6093,15,0,M,5,c,1042,zorg zorg zorg stel stel zorg zorg,2,word,stel
288,6140,6140,6140,15,0,M,5,c,775,zone zone zone buit buit zone zone,2,word,buit
289,6206,6206,6206,15,0,M,5,c,530,smal smal smal puin puin smal smal,2,word,puin
290,5912,5912,5912,15,0,M,4,c,749,dolf dolf miss miss dolf dolf dolf,2,word,miss
291,5992,5992,5992,15,0,M,4,c,549,woud woud jeep jeep woud woud woud,2,word,jeep
292,6048,6048,6048,15,0,M,4,c,613,jong jong mate mate jong jong jong,2,word,mate
293,6054,6054,6054,15,0,M,3,c,534,maak oude maak oude maak maak maak,2,word,oude
294,6143,6143,6143,15,0,M,3,c,521,ezel muis ezel muis ezel ezel ezel,2,word,muis
295,6153,6153,6153,15,0,M,3,c,650,zaal bron zaal bron zaal zaal zaal,2,word,bron
296,6222,6222,6222,15,0,M,3,c,732,vaak zeer vaak zeer vaak vaak vaak,2,word,zeer
297,6249,6249,6249,15,0,M,3,c,537,foto ware foto ware foto foto foto,2,word,ware
298,5929,5929,5929,15,0,M,2,c,608,zand pers pers zand pers pers pers,2,word,zand
299,6082,6082,6082,15,0,M,2,c,945,gauw trek trek gauw trek trek trek,2,word,gauw
300,6134,6134,6134,15,0,M,2,c,616,lord gene gene lord gene gene gene,2,word,lord
301,6141,6141,6141,15,0,M,2,c,500,saai bond bond saai bond bond bond,2,word,saai
302,5919,5919,5919,15,0,M,1,c,645,wild wild wild reet wild wild wild,2,word,reet
303,6055,6055,6055,15,0,M,1,c,542,gans gans gans klem gans gans gans,2,word,klem
304,6166,6166,6166,15,0,M,1,c,609,ruit ruit ruit coma ruit ruit ruit,2,word,coma
